penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id
00-0025418,G.Olsen,Offensive Pass Interference,10.0,2.0,4.0,4.0,1.0,529.0,-1.4540947897476144,-0.039444029331207275,CAR,2015_01_CAR_JAX
00-0029215,G.Iloka,Unsportsmanlike Conduct,15.0,2.0,8.0,91.0,1.0,121.0,1.9587597583886236,0.03543221950531006,LV,2015_01_CIN_OAK
00-0027993,R.Hudson,Unnecessary Roughness,15.0,3.0,6.0,66.0,1.0,9.0,1.6634776184801012,0.03511282801628113,LV,2015_01_CIN_OAK
00-0029560,D.Kirkpatrick,Taunting,10.0,2.0,6.0,19.0,4.0,144.0,1.4726207626226824,0.0001309914659941569,LV,2015_01_CIN_OAK
00-0026997,A.Mack,Unnecessary Roughness,15.0,3.0,14.0,14.0,1.0,109.0,-5.128870414569974,-0.14141857624053955,CLE,2015_01_CLE_NYJ
00-0030114,J.Poyer,Unsportsmanlike Conduct,15.0,,0.0,15.0,3.0,471.0,0.06757300310763314,0.01509219852894872,NYJ,2015_01_CLE_NYJ
00-0025753,J.Ihedigbo,Unnecessary Roughness,15.0,2.0,9.0,79.0,2.0,495.0,2.5549129572464153,0.04357898235321045,LAC,2015_01_DET_SD
00-0030278,M.Te'o,Face Mask,15.0,1.0,10.0,80.0,2.0,302.0,1.1879235150991008,0.02447444200515747,DET,2015_01_DET_SD
00-0029201,S.Richardson,Unnecessary Roughness,15.0,1.0,10.0,55.0,4.0,91.0,1.7084083952358924,0.00032772100530564785,CHI,2015_01_GB_CHI
00-0027881,J.Hughes,Unnecessary Roughness,15.0,1.0,10.0,60.0,1.0,170.0,-3.3126093237660825,-0.0770605206489563,IND,2015_01_IND_BUF
00-0029280,R.Brooks,Unnecessary Roughness,15.0,,0.0,35.0,3.0,574.0,0.9340780908241868,0.000510149635374546,IND,2015_01_IND_BUF
00-0027881,J.Hughes,Face Mask,3.0,2.0,6.0,6.0,3.0,130.0,0.9965122435824014,0.0007727071642875671,IND,2015_01_IND_BUF
00-0031171,P.Brown,Unnecessary Roughness,15.0,2.0,5.0,75.0,4.0,149.0,1.2284966310835443,0.0024760914966464043,IND,2015_01_IND_BUF
00-0026625,B.Hoyer,Intentional Grounding,12.0,1.0,10.0,80.0,4.0,556.0,-2.0083620774094015,-0.0038397004827857018,HOU,2015_01_KC_HOU
00-0026345,P.Garcon,Offensive Pass Interference,10.0,3.0,8.0,78.0,2.0,756.0,-1.0982852661982179,-0.0197412371635437,WAS,2015_01_MIA_WAS
00-0031587,Bo.McCain,Unsportsmanlike Conduct,15.0,4.0,6.0,69.0,3.0,451.0,-0.5577723300084472,-0.007933437824249268,MIA,2015_01_MIA_WAS
00-0030472,J.Reed,Offensive Pass Interference,9.0,3.0,10.0,28.0,3.0,187.0,-1.3484070473350585,-0.010923922061920166,WAS,2015_01_MIA_WAS
00-0031330,M.Moses,Unnecessary Roughness,6.0,2.0,20.0,90.0,4.0,668.0,-1.0858504355419427,-0.04420474171638489,WAS,2015_01_MIA_WAS
00-0031949,D.Swann,Face Mask,9.0,2.0,7.0,29.0,1.0,670.0,1.5631114072166383,0.04960775375366211,ARI,2015_01_NO_ARI
00-0026280,B.Carr,Unnecessary Roughness,15.0,1.0,10.0,56.0,1.0,193.0,1.5674521804321557,0.07502031326293945,NYG,2015_01_NYG_DAL
00-0021706,C.Jenkins,Unnecessary Roughness,15.0,1.0,10.0,80.0,2.0,55.0,-3.4700328991748393,-0.11282375454902649,DAL,2015_01_NYG_DAL
00-0024405,J.Mincey,Unnecessary Roughness,15.0,2.0,3.0,33.0,4.0,145.0,1.1510272428276949,0.06658852100372314,NYG,2015_01_NYG_DAL
00-0023462,R.White,Offensive Pass Interference,10.0,1.0,10.0,24.0,2.0,140.0,-0.8849888781551272,-0.01745593547821045,ATL,2015_01_PHI_ATL
00-0028017,L.Hankerson,Offensive Pass Interference,10.0,2.0,6.0,62.0,3.0,675.0,-1.183026467449963,-0.03266143798828125,ATL,2015_01_PHI_ATL
00-0031549,N.Agholor,Offensive Pass Interference,10.0,3.0,1.0,64.0,3.0,437.0,-1.8682540785521269,-0.028103545308113098,PHI,2015_01_PHI_ATL
00-0027955,N.Solder,Unnecessary Roughness,15.0,1.0,10.0,66.0,1.0,580.0,-0.05925484513863921,-0.0073770880699157715,NE,2015_01_PIT_NE
00-0026330,A.Rubin,Unnecessary Roughness,15.0,1.0,10.0,64.0,3.0,542.0,0.8168594420421869,0.02854335308074951,LA,2015_01_SEA_STL
00-0027680,M.Wright,Unnecessary Roughness,15.0,1.0,10.0,89.0,1.0,896.0,1.1458399123512208,0.02172267436981201,TEN,2015_01_TEN_TB
00-0023496,V.Jackson,Offensive Pass Interference,10.0,4.0,7.0,7.0,4.0,271.0,-0.28982945973984897,-0.0005155170947546139,TB,2015_01_TEN_TB
00-0027125,Z.Miller,Offensive Pass Interference,10.0,2.0,9.0,58.0,1.0,778.0,-0.9891355384606868,-0.03311043977737427,CHI,2015_02_ARI_CHI
00-0029638,M.Floyd,Offensive Pass Interference,10.0,1.0,10.0,67.0,2.0,526.0,-0.7981515368446708,-0.017781764268875122,ARI,2015_02_ARI_CHI
00-0026986,M.Crabtree,Taunting,15.0,1.0,10.0,69.0,1.0,378.0,-2.1069996557198465,-0.027914047241210938,LV,2015_02_BAL_OAK
00-0027965,J.Smith,Unnecessary Roughness,15.0,1.0,10.0,80.0,2.0,464.0,1.3181979013606906,0.038757145404815674,LV,2015_02_BAL_OAK
00-0027877,D.Williams,Unnecessary Roughness,15.0,4.0,8.0,13.0,4.0,133.0,0.19150059686654153,0.04461345076560974,BAL,2015_02_BAL_OAK
00-0030061,Z.Ertz,Offensive Pass Interference,10.0,3.0,11.0,75.0,2.0,368.0,-0.8183946306817234,-0.005084425210952759,PHI,2015_02_DAL_PHI
00-0029412,V.Curry,Unnecessary Roughness,15.0,1.0,10.0,66.0,2.0,120.0,0.9970085812383331,0.048617780208587646,DAL,2015_02_DAL_PHI
00-0028660,D.Bailey,Unsportsmanlike Conduct,15.0,1.0,10.0,68.0,3.0,16.0,2.1631198428804055,0.0272718146443367,PHI,2015_02_DAL_PHI
00-0032138,D.Kilgo,Unnecessary Roughness,4.0,1.0,10.0,20.0,1.0,598.0,1.5256826223339885,0.024666786193847656,KC,2015_02_DEN_KC
00-0027940,V.Miller,Unnecessary Roughness,15.0,3.0,8.0,76.0,2.0,671.0,2.237196802860126,0.06856721639633179,KC,2015_02_DEN_KC
00-0029568,M.Jackson,Unnecessary Roughness,15.0,2.0,8.0,59.0,2.0,622.0,1.4796823875512928,0.048030853271484375,KC,2015_02_DEN_KC
00-0029687,M.Kalil,Unnecessary Roughness,15.0,2.0,2.0,45.0,3.0,416.0,-0.6798896472901106,0.0006010532379150391,MIN,2015_02_DET_MIN
00-0031256,A.Barr,Unnecessary Roughness,15.0,4.0,4.0,51.0,4.0,216.0,3.778398849652149,0.0017845896072685719,DET,2015_02_DET_MIN
00-0027853,T.Williams,Unnecessary Roughness,15.0,4.0,16.0,78.0,1.0,832.0,1.7907956885173917,0.04396641254425049,HOU,2015_02_HOU_CAR
00-0025470,C.Johnson,Face Mask,14.0,2.0,8.0,83.0,1.0,336.0,1.4377733026631176,0.02771216630935669,HOU,2015_02_HOU_CAR
00-0023448,T.Davis,Unnecessary Roughness,15.0,3.0,7.0,66.0,1.0,258.0,2.6923655450809747,0.08102625608444214,HOU,2015_02_HOU_CAR
00-0028012,R.Mallett,Intentional Grounding,12.0,2.0,10.0,14.0,4.0,22.0,-1.4999927394092083,-0.0744548812508583,HOU,2015_02_HOU_CAR
00-0026725,D.Skuta,Face Mask,15.0,3.0,2.0,55.0,2.0,185.0,3.347819775750395,0.05326730012893677,MIA,2015_02_MIA_JAX
00-0031428,A.Robinson,Offensive Pass Interference,10.0,1.0,10.0,80.0,3.0,628.0,-1.2198845003731549,-0.023485302925109863,JAX,2015_02_MIA_JAX
00-0031431,M.Lee,Offensive Pass Interference,10.0,1.0,10.0,39.0,4.0,73.0,-0.6862191709806211,-0.08071655035018921,JAX,2015_02_MIA_JAX
00-0029693,O.Vernon,Unnecessary Roughness,15.0,2.0,11.0,40.0,4.0,66.0,1.8800970281590708,0.08994203805923462,JAX,2015_02_MIA_JAX
00-0030073,D.Williams,Unsportsmanlike Conduct,14.0,4.0,19.0,99.0,1.0,101.0,-1.7709467853419483,-0.03671330213546753,BUF,2015_02_NE_BUF
00-0027972,A.Williams,Taunting,15.0,,0.0,15.0,1.0,58.0,0.06757300310763314,0.007286952351842291,NE,2015_02_NE_BUF
00-0027972,A.Williams,Unnecessary Roughness,15.0,1.0,10.0,48.0,2.0,637.0,-5.414804080734029,-0.05236813426017761,NE,2015_02_NE_BUF
00-0031218,Mal.Butler,Taunting,15.0,,0.0,15.0,2.0,313.0,-0.9324269968923669,-0.062405325177471216,BUF,2015_02_NE_BUF
00-0031325,S.Watkins,Offensive Pass Interference,10.0,1.0,10.0,78.0,3.0,596.0,-1.0131757496856153,-0.016282998025417328,BUF,2015_02_NE_BUF
,,Unsportsmanlike Conduct,9.0,1.0,20.0,88.0,3.0,587.0,-0.8621974214911461,-0.006580270826816559,BUF,2015_02_NE_BUF
