penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id
00-0019231,L.Foster,Offensive Pass Interference,10.0,1.0,10.0,79.0,1.0,114.0,-1.290173601359129,-0.01825377345085144,ARI,2003_01_ARI_DET
00-0008115,D.Jackson,Face Mask,15.0,,0.0,30.0,2.0,335.0,1.4841837547719479,0.044949352741241455,DET,2003_01_ARI_DET
00-0008749,F.Jones,Offensive Pass Interference,10.0,2.0,8.0,8.0,4.0,398.0,-1.2586868137586862,-0.0033087264746427536,ARI,2003_01_ARI_DET
00-0020340,Q.McCord,Offensive Pass Interference,11.0,3.0,6.0,23.0,1.0,570.0,-1.8570476496824995,-0.06236124038696289,ATL,2003_01_ATL_DAL
00-0019642,P.Burress,Taunting,15.0,3.0,2.0,69.0,2.0,705.0,0.15505185560323298,0.006950259208679199,PIT,2003_01_BAL_PIT
00-0019721,T.Taylor,Offensive Pass Interference,10.0,2.0,5.0,55.0,3.0,859.0,-1.377613116055727,-0.030423201620578766,BAL,2003_01_BAL_PIT
00-0010634,C.McAlister,Unnecessary Roughness,6.0,3.0,5.0,31.0,4.0,630.0,2.762555716850329,0.0012919306755065918,PIT,2003_01_BAL_PIT
,,Face Mask,15.0,1.0,10.0,73.0,3.0,264.0,1.238318354357034,0.0005710325203835964,CIN,2003_01_DEN_CIN
00-0013042,J.Plummer,Intentional Grounding,10.0,2.0,14.0,65.0,3.0,15.0,-1.3510784162208438,0.00011628866195678711,DEN,2003_01_DEN_CIN
00-0021394,M.Brown,Face Mask,9.0,2.0,10.0,82.0,1.0,861.0,-0.8232832953799516,-0.03097131848335266,HOU,2003_01_HOU_MIA
00-0021178,C.Pitts,Unsportsmanlike Conduct,15.0,3.0,9.0,68.0,1.0,487.0,1.8637942029163241,0.0682269036769867,HOU,2003_01_HOU_MIA
00-0006034,A.Glenn,Unnecessary Roughness,8.0,4.0,10.0,66.0,2.0,727.0,1.547169539378956,0.03645750880241394,MIA,2003_01_HOU_MIA
00-0019705,T.Wade,Unsportsmanlike Conduct,15.0,1.0,10.0,53.0,2.0,469.0,-5.425552955362946,-0.1651192009449005,MIA,2003_01_HOU_MIA
00-0021929,D.Lee,Face Mask,15.0,1.0,8.0,8.0,2.0,120.0,-1.568299920327263,-0.017701148986816406,MIA,2003_01_HOU_MIA
00-0020460,J.Fletcher,Face Mask,9.0,2.0,6.0,25.0,4.0,365.0,1.664654957363382,0.09449899196624756,HOU,2003_01_HOU_MIA
00-0017077,A.Wallace,Face Mask,15.0,1.0,10.0,55.0,2.0,543.0,0.8276367823127657,0.017668962478637695,JAX,2003_01_JAX_CAR
00-0021140,J.Peppers,Unsportsmanlike Conduct,15.0,1.0,2.0,2.0,2.0,292.0,1.0082656832237262,0.04433395795153516,JAX,2003_01_JAX_CAR
00-0011795,M.Muhammad,Offensive Pass Interference,10.0,3.0,8.0,20.0,3.0,35.0,-1.1477857698919252,-0.06072692573070526,CAR,2003_01_JAX_CAR
00-0020367,B.Jue,Face Mask,15.0,4.0,12.0,65.0,3.0,727.0,-0.5533123458735645,-0.008298307657241821,GB,2003_01_MIN_GB
00-0021217,M.Anderson,Unnecessary Roughness,15.0,2.0,9.0,31.0,3.0,629.0,1.5060861046658829,0.010186851024627686,MIN,2003_01_MIN_GB
00-0011754,R. Moss,Offensive Pass Interference,10.0,2.0,9.0,15.0,3.0,585.0,-1.154670634190552,-0.006521284580230713,MIN,2003_01_MIN_GB
00-0011770,E.Moulds,Taunting,15.0,3.0,5.0,87.0,3.0,380.0,1.449078624136746,0.005183756351470947,BUF,2003_01_NE_BUF
00-0007030,R.Harrison,Face Mask,15.0,1.0,10.0,64.0,4.0,494.0,1.5354672924149781,-0.000019669532775878906,BUF,2003_01_NE_BUF
00-0019584,A.Klemm,Face Mask,15.0,1.0,10.0,64.0,4.0,248.0,-0.9768493720330298,0.000030511342629324645,NE,2003_01_NE_BUF
00-0007744,J.Horn,Unnecessary Roughness,15.0,3.0,5.0,29.0,3.0,145.0,-5.664487130474299,-0.011729484423995018,NO,2003_01_NO_SEA
00-0021204,R.Bauman,Face Mask,15.0,,0.0,30.0,2.0,501.0,1.6292203639168292,0.06960788369178772,NYJ,2003_01_NYJ_WAS
00-0019573,R.Smith,Unsportsmanlike Conduct,15.0,3.0,18.0,71.0,2.0,113.0,1.1682560621993616,0.06026487052440643,LV,2003_01_OAK_TEN
00-0005741,R.Gannon,Intentional Grounding,10.0,1.0,10.0,80.0,3.0,565.0,-1.5787472012452781,-0.04809942841529846,LV,2003_01_OAK_TEN
00-0011727,J. Morton,Offensive Pass Interference,10.0,3.0,2.0,28.0,3.0,190.0,-1.8386174947954714,-0.00341719388961792,KC,2003_01_SD_KC
,,Illegal Forward Pass,5.0,4.0,12.0,88.0,4.0,437.0,0.7955625143367797,0.00010372139513492584,KC,2003_01_SD_KC
00-0011727,J. Morton,Illegal Touch Pass,5.0,3.0,4.0,55.0,4.0,164.0,-0.3434719347860664,-0.0002976655960083008,KC,2003_01_SD_KC
00-0021148,J.Shockey,Offensive Pass Interference,10.0,3.0,10.0,68.0,2.0,131.0,-0.36398790148086846,-0.02537137269973755,NYG,2003_01_STL_NYG
00-0005243,B.Fisher,Unnecessary Roughness,15.0,4.0,20.0,78.0,2.0,115.0,0.2790619684383273,0.046737611293792725,NYG,2003_01_STL_NYG
00-0013013,M.Pittman,Offensive Pass Interference,10.0,2.0,7.0,75.0,3.0,860.0,-1.206173355691135,-0.03521484136581421,TB,2003_01_TB_PHI
