penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id,week
00-0022726,K.Colbert,Illegal Touch Pass,5.0,1.0,10.0,36.0,1.0,487.0,-0.6538231930462644,-0.02703678607940674,CAR,2006_01_ATL_CAR,1
00-0011266,F.Miller,Illegal Touch Pass,5.0,2.0,9.0,33.0,3.0,280.0,-0.8437602778431028,-0.0023440122604370117,CHI,2006_01_CHI_GB,1
00-0022754,S.Parker,Offensive Pass Interference,10.0,2.0,4.0,54.0,3.0,650.0,-1.2773573056329042,-0.024613261222839355,KC,2006_01_CIN_KC,1
00-0022754,S.Parker,Offensive Pass Interference,10.0,1.0,10.0,80.0,3.0,507.0,-1.1320952815003693,-0.013926602900028229,KC,2006_01_CIN_KC,1
00-0022137,B.James,Face Mask,15.0,2.0,10.0,80.0,1.0,300.0,1.7221627908293158,0.03506726026535034,JAX,2006_01_DAL_JAX,1
00-0024268,A.Fasano,Offensive Pass Interference,10.0,3.0,2.0,61.0,3.0,827.0,-1.4181301309727132,-0.05594035983085632,DAL,2006_01_DAL_JAX,1
00-0022127,J.Witten,Offensive Pass Interference,10.0,3.0,4.0,10.0,3.0,122.0,-1.1689284117310308,-0.05981022119522095,DAL,2006_01_DAL_JAX,1
00-0001361,D.Bledsoe,Intentional Grounding,18.0,3.0,10.0,73.0,4.0,672.0,-2.3218854719307274,-0.043898649513721466,DAL,2006_01_DAL_JAX,1
00-0019599,M.Bulger,Intentional Grounding,14.0,2.0,2.0,2.0,1.0,40.0,-2.662791791255586,-0.049828290939331055,LA,2006_01_DEN_STL,1
00-0002919,C.Chavous,Unsportsmanlike Conduct,12.0,1.0,10.0,37.0,4.0,732.0,-3.864943955792114,-0.13283458352088928,DEN,2006_01_DEN_STL,1
00-0023478,C.Webster,Face Mask,0.0,1.0,10.0,21.0,4.0,874.0,1.971733583137393,0.059147000312805176,IND,2006_01_IND_NYG,1
00-0021174,T.Carter,Offensive Pass Interference,9.0,3.0,2.0,82.0,4.0,254.0,-1.125966636929661,-0.10418114066123962,NYG,2006_01_IND_NYG,1
00-0022610,S.Johnson,Unsportsmanlike Conduct,5.0,3.0,4.0,35.0,2.0,524.0,2.9050662541994825,0.07177203893661499,WAS,2006_01_MIN_WAS,1
00-0022777,S.Taylor,Unnecessary Roughness,15.0,2.0,5.0,92.0,4.0,665.0,1.224902828456834,0.042241454124450684,MIN,2006_01_MIN_WAS,1
00-0022777,S.Taylor,Face Mask,15.0,3.0,9.0,52.0,4.0,170.0,2.752798920031637,0.19916462898254395,MIN,2006_01_MIN_WAS,1
00-0022201,T.Melton,Face Mask,15.0,4.0,3.0,69.0,4.0,126.0,-1.2253360954346135,-0.14519217610359192,NO,2006_01_NO_CLE,1
