penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id
00-0032195,R.Darby,Unnecessary Roughness,15.0,,0.0,15.0,2.0,611.0,0.06757300310763314,0.0007587133793176548,BAL,2016_01_BUF_BAL
00-0030041,N.Robey-Coleman,Unnecessary Roughness,15.0,2.0,12.0,93.0,3.0,221.0,1.8440251774154603,0.04271727800369263,BAL,2016_01_BUF_BAL
00-0031362,T.Turner,Taunting,15.0,2.0,8.0,14.0,1.0,440.0,2.6464984494959936,0.06765687251577479,CAR,2016_01_CAR_DEN
00-0025446,R.Kalil,Face Mask,15.0,3.0,10.0,61.0,3.0,327.0,-1.5911207706667483,-0.03473728895187378,CAR,2016_01_CAR_DEN
00-0031122,A.Norwell,Unnecessary Roughness,15.0,2.0,4.0,69.0,4.0,855.0,-5.399756837985478,-0.2516304850578308,CAR,2016_01_CAR_DEN
00-0030564,D.Hopkins,Offensive Pass Interference,10.0,1.0,10.0,10.0,2.0,762.0,-1.104524520400446,-0.04188781976699829,HOU,2016_01_CHI_HOU
00-0027125,Z.Miller,Offensive Pass Interference,10.0,1.0,10.0,63.0,2.0,30.0,-0.44539292401168495,-0.0242806077003479,CHI,2016_01_CHI_HOU
00-0031085,J.Prosch,Taunting,15.0,4.0,12.0,76.0,4.0,296.0,0.41505132184829563,0.0013068020343780518,CHI,2016_01_CHI_HOU
00-0029215,G.Iloka,Unnecessary Roughness,15.0,3.0,11.0,40.0,2.0,636.0,2.5091304758097976,0.09393846988677979,NYJ,2016_01_CIN_NYJ
00-0024334,B.Marshall,Offensive Pass Interference,10.0,1.0,10.0,58.0,4.0,542.0,-0.853012379957363,-0.030256330966949463,NYJ,2016_01_CIN_NYJ
00-0027988,M.Gilchrist,Face Mask,15.0,1.0,10.0,72.0,4.0,150.0,1.1779786506667733,0.12574037909507751,CIN,2016_01_CIN_NYJ
00-0027690,E.Decker,Unnecessary Roughness,15.0,3.0,10.0,75.0,4.0,46.0,-2.6916621084092185,-0.22541198134422302,NYJ,2016_01_CIN_NYJ
00-0025549,B.Celek,Offensive Pass Interference,10.0,2.0,6.0,48.0,3.0,730.0,-1.0545228063128889,-0.03988528251647949,PHI,2016_01_CLE_PHI
00-0026307,E.Walden,Face Mask,15.0,2.0,3.0,64.0,3.0,319.0,2.509709374047816,0.0646563172340393,DET,2016_01_DET_IND
00-0027050,D.Levy,Taunting,15.0,3.0,1.0,41.0,4.0,900.0,1.305481125600636,0.07231070101261139,IND,2016_01_DET_IND
00-0029608,T.Hilton,Illegal Forward Pass,0.0,,0.0,35.0,4.0,4.0,-2.0293193011602852,-0.23070137202739716,IND,2016_01_DET_IND
00-0032241,T.Gurley,Taunting,15.0,4.0,1.0,33.0,2.0,696.0,0.699421406025067,0.04215158522129059,LA,2016_01_LA_SF
00-0031388,A.Donald,Unnecessary Roughness,12.0,2.0,10.0,40.0,4.0,440.0,2.00807464501122,0.0001277923583984375,SF,2016_01_LA_SF
00-0027733,K.Chancellor,Unnecessary Roughness,15.0,1.0,10.0,69.0,3.0,298.0,1.2591107771731913,0.056870341300964355,MIA,2016_01_MIA_SEA
00-0029587,R.Ellison,Face Mask,14.0,2.0,10.0,72.0,2.0,397.0,-1.4346777996979654,-0.03743359446525574,MIN,2016_01_MIN_TEN
,,Unsportsmanlike Conduct,15.0,3.0,9.0,59.0,2.0,632.0,-3.3752430519089103,-0.06264251470565796,NE,2016_01_NE_ARI
00-0029681,J.Jenkins,Face Mask,15.0,3.0,6.0,50.0,2.0,465.0,1.9389017062494531,0.09014755487442017,DAL,2016_01_NYG_DAL
00-0020531,D.Brees,Intentional Grounding,13.0,3.0,8.0,11.0,1.0,401.0,-2.0530375181328817,-0.0806206464767456,NO,2016_01_OAK_NO
00-0026986,M.Crabtree,Offensive Pass Interference,10.0,1.0,10.0,60.0,4.0,822.0,-0.8489821529947221,-0.013931341469287872,LV,2016_01_OAK_NO
00-0026986,M.Crabtree,Unsportsmanlike Conduct,15.0,,0.0,2.0,4.0,47.0,1.5866810533916578,0.24811954133212566,LV,2016_01_OAK_NO
00-0027793,A.Brown,Unsportsmanlike Conduct,15.0,3.0,3.0,26.0,3.0,428.0,3.582280504750088,0.0348010887631518,PIT,2016_01_PIT_WAS
00-0032165,M.Peters,Face Mask,15.0,2.0,10.0,38.0,2.0,652.0,1.7821959023131058,0.024042904376983643,LAC,2016_01_SD_KC
00-0030312,J.Addae,Unnecessary Roughness,5.0,1.0,10.0,32.0,4.0,79.0,2.3281348878517747,0.11394853889942169,KC,2016_01_SD_KC
00-0027717,J.Hawley,Unnecessary Roughness,9.0,3.0,3.0,84.0,2.0,332.0,-1.6502744648605585,-0.054768890142440796,TB,2016_01_TB_ATL
,,Unsportsmanlike Conduct,15.0,1.0,10.0,49.0,3.0,660.0,0.5404665961395949,0.0057096779346466064,ATL,2016_01_TB_ATL
00-0024271,C.Chester,Unnecessary Roughness,15.0,3.0,14.0,44.0,3.0,543.0,-1.5140636414289474,-0.029504969716072083,ATL,2016_01_TB_ATL
00-0031847,J.Keyes,Unnecessary Roughness,7.0,4.0,20.0,50.0,3.0,516.0,0.2706776016857475,0.0055723488330841064,ATL,2016_01_TB_ATL
00-0030528,R.Alford,Taunting,15.0,3.0,8.0,90.0,3.0,466.0,2.338831222616136,0.04300719499588013,TB,2016_01_TB_ATL
00-0031544,A.Cooper,Illegal Touch Pass,0.0,3.0,2.0,51.0,4.0,452.0,-1.938467456260696,-0.056456059217453,LV,2016_02_ATL_OAK
00-0028825,T.Pryor,Offensive Pass Interference,10.0,1.0,10.0,31.0,1.0,702.0,-0.9253102316288278,-0.035731732845306396,CLE,2016_02_BAL_CLE
00-0032966,C.Coleman,Illegal Touch Pass,0.0,1.0,10.0,65.0,3.0,410.0,-0.5084823353681713,-0.01955270767211914,CLE,2016_02_BAL_CLE
00-0032966,C.Coleman,Unsportsmanlike Conduct,15.0,2.0,15.0,21.0,4.0,872.0,-1.5701237864559516,-0.06364083290100098,CLE,2016_02_BAL_CLE
00-0032807,C.Fejedelem,Unnecessary Roughness,2.0,4.0,10.0,51.0,2.0,363.0,0.45687462284695357,0.030348539352416992,PIT,2016_02_CIN_PIT
00-0027416,B.Church,Illegal Touch Kick,5.0,,0.0,35.0,3.0,341.0,2.3161452771164477,0.11612129211425781,WAS,2016_02_DAL_WAS
00-0031381,D.Adams,Offensive Pass Interference,10.0,1.0,10.0,75.0,2.0,27.0,-0.3600645484402776,-0.04983094334602356,GB,2016_02_GB_MIN
00-0030076,J.Tretter,Unsportsmanlike Conduct,15.0,3.0,10.0,10.0,4.0,770.0,3.029209234751761,0.023796220907874588,GB,2016_02_GB_MIN
00-0031588,S.Diggs,Unsportsmanlike Conduct,15.0,1.0,10.0,56.0,4.0,755.0,-1.8727551195770502,-0.06611233949661255,MIN,2016_02_GB_MIN
00-0027256,D.Stewart,Unnecessary Roughness,15.0,3.0,1.0,71.0,4.0,496.0,1.25379961845465,0.011552281677722931,IND,2016_02_IND_DEN
00-0032165,M.Peters,Taunting,15.0,2.0,5.0,32.0,2.0,349.0,0.9874203800573014,0.03545588254928589,HOU,2016_02_KC_HOU
00-0028564,I.Abdul-Quddus,Unnecessary Roughness,15.0,2.0,10.0,52.0,2.0,345.0,1.4517645739251748,0.00470346212387085,NE,2016_02_MIA_NE
00-0031587,B.McCain,Unsportsmanlike Conduct,9.0,3.0,4.0,25.0,3.0,556.0,1.628677444998175,0.004407167434692383,NE,2016_02_MIA_NE
00-0030801,B.Coleman,Offensive Pass Interference,10.0,1.0,10.0,25.0,2.0,246.0,-0.9803252156707458,-0.03878509998321533,NO,2016_02_NO_NYG
