penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id,week
00-0002099,I.Bruce,Offensive Pass Interference,10.0,1.0,10.0,39.0,2.0,817.0,-0.8139664290938526,-0.03323686122894287,LA,2004_01_ARI_STL,1
00-0020455,E.Johnson,Offensive Pass Interference,10.0,2.0,11.0,50.0,3.0,720.0,-0.7290204975288361,-0.0271051824092865,SF,2004_01_ATL_SF,1
00-0016878,R.Verba,Unnecessary Roughness,15.0,1.0,10.0,57.0,4.0,165.0,-0.940929380711168,-0.0005936622619628906,CLE,2004_01_BAL_CLE,1
00-0021681,T.Tucker,Unnecessary Roughness,15.0,1.0,10.0,20.0,1.0,53.0,-0.15957576758228242,-0.0026251673698425293,DAL,2004_01_DAL_MIN,1
00-0021488,M.McBriar,Intentional Grounding,22.0,4.0,5.0,6.0,2.0,827.0,-4.335919933277182,-0.09932869672775269,DAL,2004_01_DAL_MIN,1
00-0020754,K.Campbell,Taunting,15.0,1.0,10.0,43.0,4.0,423.0,4.106789764482528,0.014602742647567668,MIN,2004_01_DAL_MIN,1
00-0020513,D.Terrell,Offensive Pass Interference,9.0,1.0,10.0,81.0,1.0,896.0,-1.0641274126246572,-0.01891958713531494,CHI,2004_01_DET_CHI,1
00-0020513,D.Terrell,Taunting,15.0,2.0,10.0,86.0,3.0,414.0,1.8977127557154745,0.0483989417552948,CHI,2004_01_DET_CHI,1
00-0009472,O.Kreutz,Unnecessary Roughness,15.0,1.0,10.0,49.0,3.0,77.0,0.2444741353392601,0.027083486318588257,CHI,2004_01_DET_CHI,1
00-0021905,J.Lee,Face Mask,15.0,2.0,10.0,60.0,2.0,763.0,2.1964528114767745,0.09021264314651489,CAR,2004_01_GB_CAR,1
00-0021990,N.Barnett,Face Mask,15.0,3.0,14.0,36.0,2.0,673.0,1.9873795316088945,0.04927492141723633,CAR,2004_01_GB_CAR,1
00-0004161,J.Delhomme,Intentional Grounding,14.0,1.0,10.0,46.0,2.0,85.0,-1.5123584708780982,-0.0606844425201416,CAR,2004_01_GB_CAR,1
