penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id,week
00-0034375,K.White,Lowering the Head to Make Forcible Contact,15.0,1.0,10.0,91.0,1.0,455.0,0.7672014681156725,0.017759978771209717,WAS,2023_01_ARI_WAS,1
00-0035705,J.Thompson,Lowering the Head to Make Forcible Contact,15.0,3.0,1.0,67.0,1.0,370.0,1.4094757207203656,0.03263920545578003,WAS,2023_01_ARI_WAS,1
00-0036628,J.Bates,Offensive Pass Interference,10.0,2.0,11.0,76.0,1.0,17.0,-0.8771897563710809,-0.011712431907653809,WAS,2023_01_ARI_WAS,1
00-0038540,P.Johnson,Unsportsmanlike Conduct,15.0,1.0,15.0,60.0,4.0,285.0,-5.8851088773226365,-0.27561575174331665,ARI,2023_01_ARI_WAS,1
00-0033571,M.Milano,Taunting,15.0,1.0,10.0,62.0,2.0,197.0,-3.9241312073427252,-0.13377708196640015,NYJ,2023_01_BUF_NYJ,1
00-0031588,S.Diggs,Offensive Pass Interference,10.0,1.0,10.0,47.0,4.0,39.0,-0.8424480288522318,-0.10861754417419434,BUF,2023_01_BUF_NYJ,1
00-0030035,A.Thielen,Offensive Pass Interference,7.0,1.0,10.0,86.0,1.0,167.0,-0.9835796416737139,-0.022865891456604004,CAR,2023_01_CAR_ATL,1
00-0034365,I.Thomas,Unnecessary Roughness,15.0,3.0,6.0,60.0,3.0,408.0,-4.589470506412908,-0.17097657918930054,CAR,2023_01_CAR_ATL,1
00-0036635,I.Smith-Marsette,Offensive Pass Interference,10.0,2.0,10.0,29.0,4.0,56.0,-1.2311022684443742,-0.00003264518454670906,CAR,2023_01_CAR_ATL,1
00-0034446,J.Davis,Unnecessary Roughness,5.0,4.0,6.0,65.0,2.0,355.0,0.9695851833093911,-0.010911345481872559,CLE,2023_01_CIN_CLE,1
