penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id,week
00-0035228,K.Murray,Intentional Grounding,10.0,1.0,10.0,65.0,1.0,660.0,-1.4772547739557922,-0.0488913357257843,ARI,2020_01_ARI_SF,1
00-0034982,D.Greenlaw,Unnecessary Roughness,15.0,1.0,10.0,88.0,3.0,490.0,1.669111666502431,0.04836726188659668,ARI,2020_01_ARI_SF,1
00-0030946,K.Hyder,Unnecessary Roughness,15.0,2.0,21.0,70.0,4.0,835.0,2.2826147184241563,0.10196733474731445,ARI,2020_01_ARI_SF,1
00-0031041,K.Fuller,Unnecessary Roughness,15.0,2.0,10.0,65.0,1.0,533.0,1.4472844833508134,0.0316239595413208,DET,2020_01_CHI_DET,1
00-0030562,D.Trufant,Face Mask,12.0,1.0,10.0,42.0,2.0,199.0,2.104632521455642,0.06362417340278625,CHI,2020_01_CHI_DET,1
00-0032655,R.Okwara,Face Mask,15.0,1.0,10.0,75.0,4.0,644.0,2.025526446988806,0.014425799250602722,CHI,2020_01_CHI_DET,1
00-0031235,O.Beckham,Face Mask,15.0,1.0,15.0,34.0,2.0,630.0,-0.8446619665483013,-0.037906110286712646,CLE,2020_01_CLE_BAL,1
00-0034977,S.Redwine,Face Mask,15.0,,0.0,35.0,3.0,900.0,1.0764964711852372,0.007494091987609863,BAL,2020_01_CLE_BAL,1
00-0034488,T.Thomas,Face Mask,15.0,4.0,10.0,55.0,3.0,681.0,-2.2919574114494026,-0.00647784024477005,CLE,2020_01_CLE_BAL,1
00-0033106,J.Goff,Intentional Grounding,10.0,1.0,10.0,12.0,2.0,540.0,-1.598814222146757,-0.0391162633895874,LA,2020_01_DAL_LA,1
00-0034383,D.Schultz,Offensive Pass Interference,10.0,1.0,10.0,12.0,2.0,62.0,-1.0533413150697015,-0.017063617706298828,DAL,2020_01_DAL_LA,1
00-0034764,M.Gallup,Offensive Pass Interference,10.0,3.0,10.0,66.0,4.0,31.0,-0.3405954337795265,-0.09305084496736526,DAL,2020_01_DAL_LA,1
00-0031361,C.Kirksey,Face Mask,15.0,1.0,10.0,43.0,1.0,371.0,1.4333759520668536,0.03704023361206055,MIN,2020_01_GB_MIN,1
00-0023459,A.Rodgers,Intentional Grounding,13.0,3.0,10.0,12.0,2.0,496.0,-1.7352998022146284,-0.09322851896286011,GB,2020_01_GB_MIN,1
00-0031369,B.Linder,Face Mask,15.0,1.0,10.0,59.0,1.0,523.0,-1.2840033031534404,-0.04106113314628601,JAX,2020_01_IND_JAX,1
00-0035639,P.Campbell,Taunting,15.0,2.0,5.0,53.0,3.0,70.0,-0.25014967541210353,0.007767051458358765,IND,2020_01_IND_JAX,1
00-0034675,J.Bates III,Unnecessary Roughness,9.0,3.0,9.0,55.0,2.0,518.0,3.973649964784272,0.1116984486579895,LAC,2020_01_LAC_CIN,1
00-0035414,J.Guyton,Offensive Pass Interference,10.0,1.0,9.0,9.0,2.0,495.0,-1.1671072315075435,-0.027286648750305176,LAC,2020_01_LAC_CIN,1
00-0027942,A.Green,Offensive Pass Interference,10.0,1.0,3.0,3.0,4.0,12.0,-1.4517480191025274,-0.16059598326683044,CIN,2020_01_LAC_CIN,1
00-0031280,D.Carr,Intentional Grounding,10.0,1.0,10.0,40.0,3.0,681.0,-1.59706172789447,-0.04649364948272705,LV,2020_01_LV_CAR,1
00-0034164,T.Cannon,Unsportsmanlike Conduct,15.0,4.0,20.0,86.0,3.0,555.0,-0.25265573360957205,0.019848495721817017,CAR,2020_01_LV_CAR,1
00-0034827,D.Moore,Taunting,15.0,1.0,10.0,25.0,3.0,9.0,-1.9978400698164478,-0.05023473501205444,CAR,2020_01_LV_CAR,1
00-0034797,J.Baker,Unnecessary Roughness,15.0,1.0,10.0,75.0,4.0,631.0,2.2398156931158155,0.07117336988449097,NE,2020_01_MIA_NE,1
00-0034797,J.Baker,Unsportsmanlike Conduct,0.0,4.0,1.0,5.0,4.0,368.0,2.6106034864787944,0.033584773540496826,NE,2020_01_MIA_NE,1
00-0036196,G.Davis,Face Mask,14.0,4.0,10.0,75.0,1.0,321.0,1.0097148562781513,0.010610997676849365,NYJ,2020_01_NYJ_BUF,1
00-0028339,M.Addison,Face Mask,15.0,2.0,15.0,69.0,4.0,900.0,1.8981333745177835,0.030379600822925568,NYJ,2020_01_NYJ_BUF,1
00-0032262,L.Collins,Unnecessary Roughness,15.0,1.0,10.0,81.0,1.0,429.0,0.9926026868633926,0.043295204639434814,PHI,2020_01_PHI_WAS,1
00-0034071,D.Johnson,Illegal Touch Kick,5.0,4.0,15.0,62.0,3.0,259.0,-0.13628951995633543,0.0,WAS,2020_01_PHI_WAS,1
00-0033881,E.Engram,Offensive Pass Interference,10.0,1.0,10.0,44.0,2.0,442.0,-0.8102494763443246,-0.027653276920318604,NYG,2020_01_PIT_NYG,1
00-0026143,M.Ryan,Intentional Grounding,11.0,2.0,5.0,32.0,1.0,719.0,-2.5889742717845365,-0.09785646200180054,ATL,2020_01_SEA_ATL,1
00-0033874,M.Lattimore,Unnecessary Roughness,15.0,2.0,8.0,48.0,2.0,340.0,1.8094999339082278,0.058056533336639404,TB,2020_01_TB_NO,1
00-0019596,T.Brady,Intentional Grounding,10.0,1.0,10.0,65.0,2.0,39.0,-0.5351995113305748,-0.020649224519729614,TB,2020_01_TB_NO,1
00-0034778,C.Davis,Face Mask,15.0,1.0,5.0,5.0,4.0,704.0,1.108691576111596,0.040060537666156915,NO,2020_01_TB_NO,1
00-0030566,D.Swearinger,Unnecessary Roughness,3.0,4.0,7.0,14.0,4.0,172.0,3.5737331278214697,0.0025623959954828024,TB,2020_01_TB_NO,1
00-0034887,A.Johnson,Unnecessary Roughness,15.0,2.0,9.0,66.0,3.0,727.0,1.6226971650030464,0.04992213845252991,TEN,2020_01_TEN_DEN,1
00-0034368,J.Jewell,Face Mask,15.0,3.0,3.0,60.0,3.0,215.0,1.9308269768953323,0.07168591022491455,TEN,2020_01_TEN_DEN,1
00-0035301,D.Wilson,Unnecessary Roughness,12.0,,0.0,35.0,1.0,457.0,-0.8739836374297738,-0.019458189606666565,DAL,2020_02_ATL_DAL,2
00-0035208,O.Zaccheaus,Face Mask,15.0,,0.0,35.0,1.0,266.0,0.47808405570685863,0.005123436450958252,DAL,2020_02_ATL_DAL,2
00-0030090,M.Hyde,Unnecessary Roughness,15.0,1.0,10.0,72.0,3.0,460.0,2.3291941138450056,0.10259178280830383,MIA,2020_02_BUF_MIA,2
00-0036220,D.Brown,Unnecessary Roughness,7.0,3.0,9.0,20.0,1.0,375.0,1.9714220489258878,0.06308341026306152,TB,2020_02_CAR_TB,2
00-0031237,T.Bridgewater,Intentional Grounding,10.0,1.0,9.0,9.0,4.0,177.0,-1.7541664201417007,-0.017479173839092255,CAR,2020_02_CAR_TB,2
00-0034855,B.Mayfield,Intentional Grounding,14.0,1.0,10.0,75.0,2.0,540.0,-2.06966335978359,-0.026312947273254395,CLE,2020_02_CIN_CLE,2
00-0036341,K.Kareem,Unnecessary Roughness,15.0,2.0,4.0,26.0,4.0,693.0,-4.694425385911018,-0.01708952710032463,CLE,2020_02_CIN_CLE,2
00-0035404,P.Gustin,Face Mask,14.0,2.0,10.0,29.0,4.0,464.0,1.3369403150281869,0.026699163019657135,CIN,2020_02_CIN_CLE,2
00-0031576,Z.Smith,Unnecessary Roughness,15.0,2.0,6.0,37.0,1.0,797.0,1.5474488311447203,0.042908430099487305,DET,2020_02_DET_GB,2
00-0030083,O.Aboushi,Unnecessary Roughness,15.0,2.0,10.0,50.0,2.0,448.0,-2.062175618717447,-0.07672595977783203,DET,2020_02_DET_GB,2
00-0035655,W.Harris,Unnecessary Roughness,15.0,1.0,10.0,62.0,2.0,60.0,1.035659684042912,0.023509830236434937,GB,2020_02_DET_GB,2
00-0033572,J.Agnew,Unnecessary Roughness,5.0,4.0,31.0,39.0,3.0,525.0,-0.3213793342001736,-0.005894914269447327,GB,2020_02_DET_GB,2
00-0026498,M.Stafford,Intentional Grounding,10.0,1.0,10.0,77.0,4.0,473.0,-1.5177490368951112,-0.0009646110702306032,DET,2020_02_DET_GB,2
00-0034743,R.Evans,Face Mask,15.0,1.0,10.0,86.0,4.0,747.0,1.1001843605190516,0.021827012300491333,JAX,2020_02_JAX_TEN,2
00-0034806,M.Kiser,Unnecessary Roughness,4.0,2.0,7.0,7.0,2.0,413.0,1.1658966342220083,0.019966453313827515,PHI,2020_02_LA_PHI,2
00-0030041,N.Robey,Unnecessary Roughness,5.0,1.0,10.0,23.0,3.0,206.0,1.353222702338826,0.04069197177886963,LA,2020_02_LA_PHI,2
00-0033110,T.Higbee,Offensive Pass Interference,10.0,2.0,2.0,2.0,3.0,150.0,-1.615769885480404,-0.021021127700805664,LA,2020_02_LA_PHI,2
00-0034970,I.Smith,Offensive Pass Interference,10.0,3.0,9.0,79.0,2.0,618.0,-1.041844604536891,-0.03073902428150177,MIN,2020_02_MIN_IND,2
00-0035976,D.Chisena,Illegal Touch Kick,5.0,4.0,27.0,57.0,3.0,344.0,-0.37292663753032684,-0.002457182854413986,MIN,2020_02_MIN_IND,2
00-0034846,D.Leonard,Unnecessary Roughness,9.0,2.0,2.0,34.0,4.0,391.0,1.5871274334494956,0.0011200890294276178,MIN,2020_02_MIN_IND,2
00-0029263,R.Wilson,Illegal Forward Pass,5.0,2.0,15.0,51.0,2.0,116.0,-0.7370399525971152,-0.037714362144470215,SEA,2020_02_NE_SEA,2
00-0030063,J.Hankins,Unnecessary Roughness,1.0,,0.0,15.0,1.0,231.0,-0.06658831620337957,0.010509897420668768,NO,2020_02_NO_LV,2
00-0032769,B.Williams,Illegal Touch Kick,5.0,4.0,12.0,59.0,3.0,743.0,-0.3957269359380007,-0.013017915189266205,NYG,2020_02_NYG_CHI,2
00-0034874,R.Smith,Unnecessary Roughness,15.0,1.0,10.0,45.0,3.0,102.0,1.728016616893001,0.035647936165332794,NYG,2020_02_NYG_CHI,2
00-0027891,G.Tate,Offensive Pass Interference,0.0,3.0,6.0,10.0,4.0,4.0,-2.5586048245313577,-0.45795053243637085,NYG,2020_02_NYG_CHI,2
00-0030108,R.Griffin,Offensive Pass Interference,10.0,2.0,10.0,80.0,4.0,384.0,-1.0225234755780548,0.000010422052582725883,NYJ,2020_02_SF_NYJ,2
00-0035228,K.Murray,Intentional Grounding,13.0,1.0,10.0,70.0,3.0,552.0,-2.086392997065559,-0.0036882758140563965,ARI,2020_02_WAS_ARI,2
00-0033536,M.Williams,Offensive Pass Interference,10.0,1.0,10.0,64.0,2.0,120.0,-0.7131227044155821,-0.034711167216300964,LAC,2020_03_CAR_LAC,3
00-0029955,L.Reynolds,Face Mask,15.0,2.0,10.0,62.0,4.0,812.0,1.9207549393177032,0.01877509243786335,CHI,2020_03_CHI_ATL,3
00-0036302,J.Hawkins,Unnecessary Roughness,10.0,1.0,10.0,19.0,4.0,435.0,0.5490435737883672,0.00038931146264076233,CHI,2020_03_CHI_ATL,3
00-0030968,K.Smith,Unnecessary Roughness,15.0,4.0,15.0,80.0,4.0,250.0,-1.5591280997614376,-0.1098785400390625,ATL,2020_03_CHI_ATL,3
00-0033512,D.Kazee,Unsportsmanlike Conduct,15.0,2.0,4.0,44.0,4.0,74.0,-4.320890348230023,-0.3321533799171448,ATL,2020_03_CHI_ATL,3
00-0028278,J.Bynes,Unnecessary Roughness,15.0,2.0,8.0,47.0,1.0,201.0,2.3129463026998565,0.07939893007278442,PHI,2020_03_CIN_PHI,3
00-0033725,C.Clement,Unnecessary Roughness,15.0,4.0,10.0,81.0,2.0,543.0,-1.7786678436677903,-0.08910542726516724,PHI,2020_03_CIN_PHI,3
00-0036410,T.Higgins,Illegal Touch Pass,0.0,2.0,15.0,60.0,4.0,455.0,-0.8378492933697999,-0.03395497798919678,CIN,2020_03_CIN_PHI,3
00-0028899,R.McLeod,Unnecessary Roughness,4.0,2.0,11.0,19.0,4.0,342.0,2.1949100026104134,0.030505657196044922,CIN,2020_03_CIN_PHI,3
00-0035228,K.Murray,Intentional Grounding,0.0,1.0,10.0,69.0,2.0,21.0,-0.46757865382824093,-0.03910467028617859,ARI,2020_03_DET_ARI,3
00-0034116,J.Gray,Unsportsmanlike Conduct,15.0,4.0,16.0,81.0,2.0,727.0,-0.7624785690568388,-0.0346221923828125,NO,2020_03_GB_NO,3
00-0033357,T.Hill,Offensive Pass Interference,10.0,2.0,8.0,73.0,2.0,595.0,-1.1522584529593587,-0.017116695642471313,NO,2020_03_GB_NO,3
00-0022924,B.Roethlisberger,Intentional Grounding,9.0,2.0,1.0,1.0,2.0,315.0,-2.399190786294639,-0.06058382987976074,PIT,2020_03_HOU_PIT,3
00-0032215,D.Wilson,Unnecessary Roughness,15.0,1.0,10.0,75.0,4.0,494.0,0.802605549339205,0.007173400372266769,BAL,2020_03_KC_BAL,3
00-0034857,J.Allen,Unsportsmanlike Conduct,15.0,3.0,22.0,42.0,4.0,452.0,-4.485418365802616,-0.250026673078537,BUF,2020_03_LA_BUF,3
00-0034857,J.Allen,Face Mask,15.0,2.0,10.0,15.0,4.0,49.0,-1.2749024487566203,-0.18027207255363464,BUF,2020_03_LA_BUF,3
00-0034973,M.Crosby,Face Mask,15.0,1.0,10.0,48.0,2.0,821.0,1.4116269582882524,0.05787670612335205,NE,2020_03_LV_NE,3
00-0032128,C.Conley,Offensive Pass Interference,10.0,3.0,3.0,78.0,3.0,279.0,-1.3329436478670686,-0.027338683605194092,JAX,2020_03_MIA_JAX,3
00-0036248,A.Jackson,Unnecessary Roughness,15.0,1.0,10.0,74.0,4.0,537.0,0.021079723490402102,-0.0,MIA,2020_03_MIA_JAX,3
00-0034760,N.Shepherd,Unnecessary Roughness,15.0,,0.0,15.0,3.0,0.0,0.06857135097992784,0.0,IND,2020_03_NYJ_IND,3
00-0034360,L.Carter,Face Mask,8.0,,0.0,15.0,3.0,194.0,-0.0,-0.007427803824458845,SF,2020_03_SF_NYG,3
00-0034856,D.Ward,Unnecessary Roughness,15.0,2.0,3.0,72.0,1.0,620.0,1.9729289433453232,0.059994518756866455,WAS,2020_03_WAS_CLE,3
00-0028411,D.Inman,Taunting,15.0,1.0,10.0,17.0,1.0,110.0,2.2280118896160275,0.055657161856379145,WAS,2020_03_WAS_CLE,3
00-0034855,B.Mayfield,Intentional Grounding,13.0,2.0,6.0,81.0,3.0,743.0,-2.191545124165714,-0.04049581289291382,CLE,2020_03_WAS_CLE,3
00-0035659,T.McLaurin,Offensive Pass Interference,10.0,1.0,10.0,75.0,4.0,674.0,-1.0860371300950646,-0.03961041569709778,WAS,2020_03_WAS_CLE,3
00-0034827,D.Moore,Offensive Pass Interference,10.0,1.0,10.0,49.0,1.0,700.0,-0.8782320842146873,-0.012784361839294434,CAR,2020_04_ARI_CAR,4
00-0036293,J.Chinn,Unnecessary Roughness,15.0,1.0,10.0,62.0,2.0,68.0,1.3507585456245579,0.014862410724163055,ARI,2020_04_ARI_CAR,4
00-0035713,B.Burns,Unnecessary Roughness,15.0,2.0,3.0,61.0,4.0,229.0,1.525089894363191,0.00047568115405738354,ARI,2020_04_ARI_CAR,4
00-0034132,C.Blake,Face Mask,15.0,,0.0,35.0,3.0,440.0,1.5474058585241437,0.019687771797180176,GB,2020_04_ATL_GB,4
00-0034825,A.Key,Unnecessary Roughness,15.0,2.0,3.0,68.0,2.0,533.0,1.3098918001633137,0.03333479166030884,BUF,2020_04_BUF_LV,4
00-0033052,J.Smith,Face Mask,15.0,1.0,20.0,62.0,1.0,59.0,1.564410941908136,0.02450820803642273,CLE,2020_04_CLE_DAL,4
00-0036361,T.Diggs,Face Mask,15.0,2.0,9.0,49.0,3.0,750.0,2.355063223047182,0.01284712553024292,CLE,2020_04_CLE_DAL,4
00-0030761,J.Thomas,Unnecessary Roughness,15.0,3.0,4.0,60.0,3.0,242.0,2.055344753433019,0.00019419193267822266,CLE,2020_04_CLE_DAL,4
00-0030527,A.Ogletree,Unnecessary Roughness,15.0,1.0,10.0,65.0,2.0,694.0,1.0442585193086416,0.03965139389038086,DEN,2020_04_DEN_NYJ,4
00-0033659,J.Jones,Unnecessary Roughness,14.0,4.0,7.0,28.0,2.0,468.0,3.0082623426569626,0.11919531226158142,NYJ,2020_04_DEN_NYJ,4
00-0030161,B.McDougald,Unnecessary Roughness,5.0,1.0,10.0,19.0,2.0,140.0,1.3875703381490894,0.018508195877075195,DEN,2020_04_DEN_NYJ,4
00-0035718,Q.Williams,Face Mask,15.0,3.0,6.0,71.0,4.0,304.0,1.7779347135219723,0.09591513872146606,DEN,2020_04_DEN_NYJ,4
00-0034955,B.Rypien,Intentional Grounding,10.0,3.0,13.0,25.0,4.0,197.0,-1.4865849364399963,-0.09955170750617981,DEN,2020_04_DEN_NYJ,4
00-0030578,C.Patterson,Unsportsmanlike Conduct,15.0,4.0,10.0,75.0,2.0,136.0,-0.8326520976843312,-0.022069856524467468,CHI,2020_04_IND_CHI,4
00-0029657,A.Hicks,Face Mask,15.0,1.0,10.0,78.0,4.0,659.0,1.551560856634751,0.005784928798675537,IND,2020_04_IND_CHI,4
00-0028278,J.Bynes,Face Mask,15.0,2.0,11.0,59.0,1.0,106.0,2.190929604927078,0.11169251799583435,JAX,2020_04_JAX_CIN,4
00-0033463,C.Lawson,Unnecessary Roughness,12.0,1.0,10.0,23.0,1.0,50.0,0.6203907707240433,0.012432485818862915,JAX,2020_04_JAX_CIN,4
00-0034374,J.Whitehead,Unnecessary Roughness,15.0,3.0,4.0,91.0,2.0,867.0,2.180627866415307,0.05882769823074341,LAC,2020_04_LAC_TB,4
00-0034375,K.White,Unnecessary Roughness,15.0,1.0,10.0,65.0,2.0,73.0,1.0910411541117355,0.010601304471492767,TB,2020_04_LAC_TB,4
00-0031408,M.Evans,Unnecessary Roughness,15.0,3.0,10.0,50.0,2.0,60.0,-1.6276726079522632,-0.01792241632938385,TB,2020_04_LAC_TB,4
00-0031408,M.Evans,Offensive Pass Interference,10.0,1.0,10.0,45.0,4.0,784.0,-0.8030474921688437,-0.041792333126068115,TB,2020_04_LAC_TB,4
00-0032933,A.Hamilton,Unsportsmanlike Conduct,15.0,4.0,11.0,65.0,2.0,344.0,-0.5582829271443188,-0.032034218311309814,KC,2020_04_NE_KC,4
00-0033947,D.Wise,Unnecessary Roughness,15.0,1.0,10.0,57.0,4.0,731.0,0.9341906984336674,0.03559070825576782,KC,2020_04_NE_KC,4
00-0026035,D.Amendola,Unsportsmanlike Conduct,14.0,3.0,6.0,71.0,2.0,120.0,-1.7782298632664606,-0.06430457532405853,DET,2020_04_NO_DET,4
00-0033577,N.Gerry,Face Mask,15.0,2.0,7.0,72.0,2.0,809.0,2.17466521426104,0.06245666742324829,SF,2020_04_PHI_SF,4
00-0023682,R.Fitzpatrick,Illegal Forward Pass,5.0,3.0,4.0,69.0,1.0,525.0,-1.9035093556158245,-0.042830467224121094,MIA,2020_04_SEA_MIA,4
00-0036182,N.Westbrook,Offensive Pass Interference,10.0,3.0,10.0,30.0,1.0,76.0,-1.460655883536674,-0.01961040496826172,TEN,2020_05_BUF_TEN,5
00-0034413,F.Oluokun,Unnecessary Roughness,15.0,1.0,10.0,89.0,2.0,94.0,0.6139812666224316,0.023265421390533447,CAR,2020_05_CAR_ATL,5
00-0027662,C.Dunlap,Unnecessary Roughness,15.0,1.0,10.0,31.0,1.0,20.0,0.9443348002969287,0.01373225450515747,BAL,2020_05_CIN_BAL,5
00-0022942,P.Rivers,Intentional Grounding,4.0,1.0,10.0,96.0,4.0,884.0,-1.6425527990795672,-0.03093545138835907,IND,2020_05_IND_CLE,5
00-0035591,J.Hollins,Unnecessary Roughness,15.0,1.0,10.0,90.0,2.0,887.0,0.7292704335413873,0.01411139965057373,WAS,2020_05_LA_WAS,5
00-0035693,J.Abram,Face Mask,3.0,3.0,4.0,29.0,2.0,67.0,3.0443508860480506,0.09751832485198975,KC,2020_05_LV_KC,5
00-0030506,T.Kelce,Offensive Pass Interference,10.0,2.0,4.0,4.0,2.0,53.0,-1.3709212240646593,-0.06165403127670288,KC,2020_05_LV_KC,5
00-0030063,J.Hankins,Face Mask,15.0,1.0,10.0,75.0,4.0,854.0,1.165759900584817,0.04199346899986267,KC,2020_05_LV_KC,5
00-0034825,A.Key,Face Mask,7.0,2.0,10.0,14.0,4.0,252.0,0.9912472526193596,0.0008586682379245758,KC,2020_05_LV_KC,5
00-0034756,T.Flowers,Unnecessary Roughness,15.0,2.0,14.0,81.0,3.0,426.0,3.734869349747896,0.04973837733268738,MIN,2020_05_MIN_SEA,5
00-0033302,A.Colbert,Unnecessary Roughness,15.0,3.0,4.0,69.0,1.0,860.0,3.0156872995430604,0.10579442977905273,DAL,2020_05_NYG_DAL,5
00-0033302,A.Colbert,Unnecessary Roughness,11.0,3.0,4.0,43.0,2.0,28.0,2.743492395267822,0.08669134974479675,DAL,2020_05_NYG_DAL,5
00-0034273,D.Ratley,Offensive Pass Interference,10.0,3.0,6.0,31.0,3.0,591.0,-1.746588712790981,-0.07745224237442017,NYG,2020_05_NYG_DAL,5
00-0032127,M.Golden,Face Mask,15.0,1.0,10.0,75.0,4.0,526.0,0.7477843218948692,0.02786603569984436,DAL,2020_05_NYG_DAL,5
00-0029568,M.Jackson,Unnecessary Roughness,2.0,2.0,7.0,7.0,1.0,122.0,1.4042473768058699,0.034561991691589355,PIT,2020_05_PHI_PIT,5
00-0036326,C.Claypool,Offensive Pass Interference,10.0,2.0,12.0,42.0,4.0,435.0,-0.625448752893135,-0.013158023357391357,PIT,2020_05_PHI_PIT,5
00-0027865,B.Graham,Face Mask,15.0,1.0,10.0,53.0,4.0,198.0,1.0271262245369144,0.029796361923217773,PIT,2020_05_PHI_PIT,5
00-0031041,K.Fuller,Face Mask,15.0,3.0,3.0,73.0,2.0,592.0,2.2941018391866237,0.044059813022613525,TB,2020_05_TB_CHI,5
00-0031408,M.Evans,Offensive Pass Interference,10.0,1.0,20.0,45.0,3.0,295.0,-0.5865831738337874,-0.02900618314743042,TB,2020_05_TB_CHI,5
00-0029895,R.Jensen,Unnecessary Roughness,15.0,1.0,30.0,55.0,3.0,242.0,-0.8606888460926712,-0.02735280990600586,TB,2020_05_TB_CHI,5
00-0022921,L.Fitzgerald,Offensive Pass Interference,10.0,3.0,12.0,53.0,1.0,395.0,-0.7841410876717418,-0.010498970746994019,ARI,2020_06_ARI_DAL,6
