penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id,week
00-0026158,J.Flacco,Intentional Grounding,10.0,3.0,5.0,54.0,1.0,841.0,-2.402200259268284,-0.05211403965950012,NYJ,2022_01_BAL_NYJ,1
00-0036980,E.Moore,Offensive Pass Interference,10.0,4.0,5.0,12.0,4.0,82.0,-0.4321555246715434,-0.001535706571303308,NYJ,2022_01_BAL_NYJ,1
00-0036166,D.Jackson,Taunting,15.0,1.0,10.0,55.0,4.0,426.0,-6.050821870099753,-0.0007534262258559465,LA,2022_01_BUF_LA,1
,,Unsportsmanlike Conduct,7.0,3.0,7.0,77.0,1.0,35.0,-2.4644543598406017,-0.07970523834228516,CAR,2022_01_CLE_CAR,1
00-0027872,K.Jackson,Unnecessary Roughness,15.0,1.0,10.0,58.0,1.0,400.0,1.6856350604211912,0.04456913471221924,SEA,2022_01_DEN_SEA,1
00-0036952,J.Cooper,Taunting,15.0,1.0,10.0,69.0,2.0,688.0,0.9965958213433623,0.024734139442443848,SEA,2022_01_DEN_SEA,1
00-0036322,J.Jefferson,Offensive Pass Interference,10.0,3.0,5.0,28.0,3.0,645.0,-1.8785066329874098,-0.0059770941734313965,MIN,2022_01_GB_MIN,1
00-0037246,J.Pitre,Unnecessary Roughness,15.0,2.0,15.0,63.0,3.0,593.0,1.6734330721665174,0.03588014841079712,IND,2022_01_IND_HOU,1
00-0036971,T.Lawrence,Intentional Grounding,10.0,1.0,10.0,63.0,1.0,352.0,-1.5038009183481336,-0.05067744851112366,JAX,2022_01_JAX_WAS,1
00-0036638,D.Forrest,Unnecessary Roughness,15.0,2.0,3.0,50.0,3.0,215.0,1.504770027124323,0.07850265502929688,JAX,2022_01_JAX_WAS,1
00-0036971,T.Lawrence,Intentional Grounding,12.0,1.0,10.0,31.0,4.0,780.0,-1.8663077070377767,-0.06618845462799072,JAX,2022_01_JAX_WAS,1
00-0035705,J.Thompson,Unnecessary Roughness,15.0,3.0,2.0,49.0,2.0,634.0,2.38108458253555,0.059240520000457764,KC,2022_01_KC_ARI,1
00-0036871,N.Hobbs,Unnecessary Roughness,1.0,3.0,4.0,5.0,2.0,608.0,1.9465055767796002,0.04318958520889282,LAC,2022_01_LV_LAC,1
00-0036927,P.Werner,Unnecessary Roughness,15.0,1.0,10.0,82.0,2.0,227.0,1.3163642468862236,0.028075695037841797,ATL,2022_01_NO_ATL,1
00-0031503,J.Winston,Intentional Grounding,10.0,1.0,10.0,40.0,4.0,38.0,-1.1708848932175897,-0.14983248710632324,NO,2022_01_NO_ATL,1
00-0033874,M.Lattimore,Unnecessary Roughness,15.0,1.0,10.0,65.0,4.0,6.0,1.3215788759337146,0.11021211743354797,ATL,2022_01_NO_ATL,1
00-0033914,A.Anzalone,Unnecessary Roughness,15.0,1.0,10.0,53.0,3.0,694.0,2.383935747202486,0.03222173452377319,PHI,2022_01_PHI_DET,1
00-0034789,M.Fitzpatrick,Unnecessary Roughness,7.0,1.0,10.0,43.0,2.0,333.0,-2.755011431640014,-0.03992587327957153,CIN,2022_01_PIT_CIN,1
00-0036900,J.Chase,Taunting,15.0,4.0,2.0,2.0,4.0,116.0,-3.47708725387929,-0.2868803143501282,CIN,2022_01_PIT_CIN,1
