penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id,week
00-0027944,J.Jones,Unnecessary Roughness,15.0,2.0,8.0,73.0,1.0,444.0,-1.8220979135949165,-0.025020107626914978,TEN,2021_01_ARI_TEN,1
00-0029681,J.Jenkins,Face Mask,8.0,2.0,10.0,19.0,2.0,120.0,1.2253853514848743,0.009885668754577637,ARI,2021_01_ARI_TEN,1
00-0036323,P.Queen,Unnecessary Roughness,15.0,3.0,3.0,29.0,2.0,17.0,0.5078256640117615,0.042502254247665405,LV,2021_01_BAL_LV,1
00-0036365,B.Edwards,Offensive Pass Interference,4.0,3.0,8.0,91.0,3.0,753.0,-0.8812803209293634,-0.027554333209991455,LV,2021_01_BAL_LV,1
00-0035665,D.Long,Face Mask,15.0,2.0,13.0,78.0,1.0,238.0,3.2374437821563333,0.037868693470954895,CHI,2021_01_CHI_LA,1
00-0030527,A.Ogletree,Taunting,15.0,1.0,10.0,57.0,4.0,517.0,1.3235383124556392,0.00859522819519043,LA,2021_01_CHI_LA,1
00-0034818,D.Nnadi,Face Mask,15.0,2.0,1.0,41.0,2.0,209.0,1.4900111485039815,0.032857418060302734,CLE,2021_01_CLE_KC,1
00-0036394,D.Holmes,Unnecessary Roughness,13.0,3.0,9.0,37.0,2.0,322.0,2.6025881647365168,0.0950174629688263,DEN,2021_01_DEN_NYG,1
00-0032143,D.Shelton,Unnecessary Roughness,15.0,2.0,7.0,48.0,3.0,2.0,1.9469177280552685,0.023720920085906982,DEN,2021_01_DEN_NYG,1
00-0035678,D.Jones,Unnecessary Roughness,15.0,2.0,7.0,72.0,4.0,720.0,1.8490535907913,0.0005021095275878906,NYG,2021_01_DEN_NYG,1
00-0034639,M.Ford,Unnecessary Roughness,15.0,,0.0,35.0,4.0,277.0,1.5275406131404452,-0.000041087623685598373,NYG,2021_01_DEN_NYG,1
00-0032968,M.Jack,Face Mask,3.0,2.0,6.0,6.0,2.0,120.0,1.0445528437558096,0.01726210117340088,HOU,2021_01_JAX_HOU,1
00-0036554,N.Collins,Offensive Pass Interference,10.0,2.0,2.0,2.0,2.0,78.0,-1.5543457454477903,-0.026929616928100586,HOU,2021_01_JAX_HOU,1
00-0033941,R.Jenkins,Unnecessary Roughness,11.0,3.0,5.0,51.0,4.0,802.0,3.71486245241249,0.002251148223876953,HOU,2021_01_JAX_HOU,1
00-0033947,D.Wise,Unnecessary Roughness,15.0,2.0,2.0,3.0,1.0,335.0,1.2285269507556222,0.03203442378463517,MIA,2021_01_MIA_NE,1
00-0032415,M.Judon,Unnecessary Roughness,15.0,4.0,15.0,80.0,3.0,87.0,0.7172642443329096,0.06970548629760742,MIA,2021_01_MIA_NE,1
00-0034994,O.Udoh,Unnecessary Roughness,15.0,1.0,10.0,53.0,3.0,409.0,-2.012788820778951,-0.020532608032226562,MIN,2021_01_MIN_CIN,1
00-0032320,E.Harris,Unnecessary Roughness,15.0,1.0,10.0,75.0,1.0,598.0,1.6294697425328195,0.05310913920402527,PHI,2021_01_PHI_ATL,1
00-0026143,M.Ryan,Intentional Grounding,14.0,2.0,7.0,49.0,2.0,590.0,-2.167734539601952,-0.06280851364135742,ATL,2021_01_PHI_ATL,1
00-0034830,H.Hurst,Offensive Pass Interference,10.0,1.0,10.0,81.0,3.0,417.0,-1.0387257523834705,-0.01664215326309204,ATL,2021_01_PHI_ATL,1
00-0034837,C.Ridley,Offensive Pass Interference,10.0,3.0,5.0,76.0,3.0,328.0,-1.220354000106454,-0.02407960593700409,ATL,2021_01_PHI_ATL,1
00-0026143,M.Ryan,Intentional Grounding,10.0,1.0,10.0,68.0,4.0,398.0,-1.6918797567486763,-0.012963024899363518,ATL,2021_01_PHI_ATL,1
00-0036326,C.Claypool,Unsportsmanlike Conduct,12.0,3.0,4.0,74.0,1.0,266.0,-2.5970417610369623,-0.0556851327419281,PIT,2021_01_PIT_BUF,1
00-0035640,D.Metcalf,Taunting,15.0,2.0,6.0,9.0,2.0,687.0,2.179677932872437,0.04646261053495604,SEA,2021_01_SEA_IND,1
