penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id,week
00-0020406,M.Gandy,Unnecessary Roughness,15.0,3.0,8.0,9.0,1.0,553.0,-1.1419516882781955,-0.03719055652618408,ARI,2008_01_ARI_SF,1
00-0019246,A.Ogunleye,Unnecessary Roughness,15.0,1.0,15.0,58.0,4.0,355.0,1.6280771309975535,0.003645721822977066,IND,2008_01_CHI_IND,1
00-0012478,T.Owens,Unsportsmanlike Conduct,15.0,2.0,12.0,35.0,2.0,595.0,4.37776153977029,0.11548592347063347,DAL,2008_01_DAL_CLE,1
00-0012478,T.Owens,Offensive Pass Interference,10.0,2.0,5.0,75.0,3.0,854.0,-1.4810746279545128,-0.01463538408279419,DAL,2008_01_DAL_CLE,1
00-0021215,S.McKinney,Face Mask,15.0,1.0,10.0,63.0,4.0,900.0,-1.5364771916065365,-0.005782298743724823,CLE,2008_01_DAL_CLE,1
00-0022923,D.Hall,Unnecessary Roughness,15.0,3.0,1.0,48.0,2.0,383.0,1.972711561480537,0.0398373007774353,DEN,2008_01_DEN_OAK,1
00-0022923,D.Hall,Unnecessary Roughness,4.0,2.0,11.0,23.0,2.0,326.0,2.2000737778143957,0.023347914218902588,DEN,2008_01_DEN_OAK,1
00-0024284,P.McQuistan,Unnecessary Roughness,12.0,2.0,10.0,83.0,3.0,493.0,-1.488639091141522,-0.002875366248190403,LV,2008_01_DEN_OAK,1
00-0022815,G.Wilson,Unnecessary Roughness,15.0,1.0,10.0,80.0,4.0,788.0,1.474145081359893,0.0021230578422546387,DEN,2008_01_DEN_OAK,1
00-0025525,J.Richardson,Face Mask,15.0,1.0,10.0,56.0,4.0,765.0,1.733802378643304,0.0027909278869628906,DEN,2008_01_DEN_OAK,1
00-0025389,C.Johnson,Illegal Touch Pass,5.0,1.0,10.0,37.0,2.0,439.0,-0.8126663869479671,-0.005344510078430176,DET,2008_01_DET_ATL,1
00-0022909,R.Williams,Offensive Pass Interference,10.0,1.0,10.0,58.0,2.0,137.0,-0.6048735897056758,-0.013022564351558685,DET,2008_01_DET_ATL,1
00-0023450,T.Johnson,Face Mask,13.0,1.0,10.0,32.0,2.0,571.0,1.1524213007069193,0.009107232093811035,PIT,2008_01_HOU_PIT,1
00-0024465,D.Anderson,Offensive Pass Interference,10.0,2.0,11.0,67.0,2.0,443.0,-0.7532289465889335,-0.0002375468611717224,HOU,2008_01_HOU_PIT,1
00-0022250,W.Parker,Face Mask,12.0,1.0,10.0,32.0,2.0,407.0,-8.359001096570864,-0.05383867770433426,PIT,2008_01_HOU_PIT,1
00-0020381,J.McCareins,Offensive Pass Interference,9.0,1.0,10.0,81.0,4.0,679.0,-0.998904594220221,-0.008500218391418457,TEN,2008_01_JAX_TEN,1
,,Illegal Touch Kick,0.0,,0.0,30.0,4.0,132.0,0.9970987690612674,0.010917246341705322,TEN,2008_01_JAX_TEN,1
,,Unnecessary Roughness,15.0,1.0,10.0,80.0,4.0,449.0,-3.105919155990705,-0.10013192892074585,KC,2008_01_KC_NE,1
,,Unsportsmanlike Conduct,15.0,2.0,10.0,80.0,1.0,898.0,4.609497099532746,0.13099169731140137,PHI,2008_01_STL_PHI,1
00-0021191,A.Bryant,Offensive Pass Interference,10.0,2.0,7.0,77.0,3.0,837.0,-1.1711293989792466,-0.037228524684906006,TB,2008_01_TB_NO,1
00-0024217,R.Bush,Face Mask,15.0,1.0,10.0,71.0,3.0,493.0,0.5385128832422197,0.008987575769424438,NO,2008_01_TB_NO,1
00-0025468,J.Alford,Face Mask,10.0,1.0,10.0,23.0,2.0,70.0,0.8873661842080764,0.0024345368146896362,WAS,2008_01_WAS_NYG,1
00-0024311,G.Wilkinson,Unnecessary Roughness,15.0,1.0,10.0,90.0,4.0,372.0,0.6951280757784843,0.015247903764247894,WAS,2008_01_WAS_NYG,1
00-0025421,P.Posluszny,Face Mask,15.0,4.0,1.0,55.0,3.0,740.0,3.6023856699466705,0.10072258114814758,JAX,2008_02_BUF_JAX,2
00-0023456,M.Jones,Illegal Forward Pass,5.0,2.0,10.0,69.0,4.0,14.0,-0.04066611037706025,-0.08715354651212692,JAX,2008_02_BUF_JAX,2
00-0023354,B.McGowan,Unnecessary Roughness,15.0,4.0,7.0,77.0,1.0,786.0,-5.472352855838835,-0.1567824697716822,CAR,2008_02_CHI_CAR,2
00-0023541,K.Orton,Intentional Grounding,10.0,3.0,4.0,65.0,4.0,187.0,-1.8765077571151778,-0.11130638420581818,CHI,2008_02_CHI_CAR,2
00-0025470,C.Johnson,Unnecessary Roughness,15.0,4.0,14.0,75.0,4.0,181.0,0.6521325041539967,0.046620115637779236,CHI,2008_02_CHI_CAR,2
00-0022909,R.Williams,Offensive Pass Interference,10.0,1.0,10.0,80.0,2.0,407.0,-1.1828331835567951,-0.023875713348388672,DET,2008_02_GB_DET,2
00-0025533,A.Allison,Illegal Touch Kick,0.0,4.0,3.0,45.0,2.0,77.0,-1.3053058348596096,-0.026113003492355347,MIN,2008_02_IND_MIN,2
00-0023199,D.Reid,Unnecessary Roughness,15.0,4.0,8.0,96.0,4.0,80.0,-0.5161673321272247,-0.12101024389266968,MIN,2008_02_IND_MIN,2
00-0026206,K.Langford,Face Mask,5.0,3.0,1.0,1.0,3.0,639.0,0.6372850521001965,0.0019352436065673828,ARI,2008_02_MIA_ARI,2
00-0019545,S.Ellis,Face Mask,15.0,1.0,10.0,73.0,2.0,441.0,0.817201619502157,0.026169955730438232,NE,2008_02_NE_NYJ,2
