penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id
00-0032450,D.Washington,Unnecessary Roughness,14.0,4.0,1.0,58.0,1.0,488.0,-0.6623516799882054,-0.02974337339401245,ARI,2017_01_ARI_DET
00-0026498,M.Stafford,Intentional Grounding,9.0,3.0,12.0,88.0,1.0,391.0,-1.866535504348576,-0.03780171275138855,DET,2017_01_ARI_DET
00-0029410,T.Wilson,Unnecessary Roughness,15.0,2.0,6.0,71.0,3.0,570.0,1.23321941960603,0.0442582368850708,ARI,2017_01_ARI_DET
00-0031051,J.Brown,Offensive Pass Interference,10.0,3.0,8.0,49.0,4.0,480.0,-0.9142810420598835,-0.03688077628612518,ARI,2017_01_ARI_DET
00-0033539,J.Davis,Unnecessary Roughness,15.0,1.0,10.0,75.0,4.0,243.0,1.5884397831978276,0.00021599989850074053,ARI,2017_01_ARI_DET
00-0031357,C.Goodwin,Unsportsmanlike Conduct,15.0,4.0,5.0,70.0,2.0,809.0,-0.7772115443367511,0.01310071349143982,ATL,2017_01_ATL_CHI
00-0032388,D.Jones,Unnecessary Roughness,15.0,2.0,13.0,74.0,3.0,81.0,2.1683926889672875,0.09423038363456726,CHI,2017_01_ATL_CHI
00-0031296,C.Mosley,Face Mask,15.0,3.0,1.0,56.0,1.0,130.0,1.3529050785582513,0.0619870126247406,CIN,2017_01_BAL_CIN
00-0030456,G.Bernard,Face Mask,4.0,1.0,10.0,91.0,2.0,888.0,-0.7141860967967659,-0.026501506567001343,CIN,2017_01_BAL_CIN
00-0033066,A.Billings,Unnecessary Roughness,15.0,1.0,10.0,72.0,3.0,519.0,1.098677322268486,0.01740717887878418,BAL,2017_01_BAL_CIN
00-0032057,J.Tartt,Unnecessary Roughness,15.0,2.0,5.0,70.0,2.0,700.0,1.2666026982478797,0.05197322368621826,CAR,2017_01_CAR_SF
00-0030050,R.Armstrong,Face Mask,15.0,2.0,17.0,82.0,4.0,856.0,2.2809903824236244,0.009547829627990723,CAR,2017_01_CAR_SF
00-0030564,D.Hopkins,Offensive Pass Interference,10.0,2.0,10.0,20.0,3.0,620.0,-1.0206095728790388,-0.01620139181613922,HOU,2017_01_JAX_HOU
00-0031856,B.King,Unnecessary Roughness,15.0,,0.0,35.0,2.0,896.0,1.242256763856858,0.035513341426849365,KC,2017_01_KC_NE
00-0030665,D.Sorensen,Unsportsmanlike Conduct,15.0,4.0,12.0,74.0,3.0,577.0,0.6053586769849062,0.029324501752853394,NE,2017_01_KC_NE
00-0030506,T.Kelce,Unsportsmanlike Conduct,10.0,1.0,10.0,87.0,3.0,296.0,-0.9839079189114273,-0.0348505973815918,KC,2017_01_KC_NE
00-0019596,T.Brady,Illegal Forward Pass,5.0,3.0,10.0,10.0,3.0,20.0,-1.2001036263543736,-0.05367165803909302,NE,2017_01_KC_NE
00-0030279,K.Allen,Taunting,15.0,1.0,5.0,5.0,4.0,495.0,1.409212420170661,0.014752957760627239,LAC,2017_01_LAC_DEN
00-0027885,L.Joseph,Face Mask,15.0,2.0,15.0,76.0,1.0,791.0,2.246439701411873,0.050684213638305664,NO,2017_01_NO_MIN
00-0033894,M.Williams,Unnecessary Roughness,15.0,3.0,5.0,64.0,1.0,297.0,2.5923436512239277,0.09205353260040283,MIN,2017_01_NO_MIN
00-0033914,A.Anzalone,Unnecessary Roughness,15.0,2.0,11.0,40.0,1.0,240.0,1.6048384645255283,0.05739021301269531,MIN,2017_01_NO_MIN
00-0030060,K.Vaccaro,Unnecessary Roughness,2.0,2.0,4.0,24.0,2.0,22.0,2.9168007478583604,0.025519192218780518,MIN,2017_01_NO_MIN
00-0033147,D.Lee,Unnecessary Roughness,15.0,3.0,8.0,8.0,1.0,542.0,-4.8889564329292625,-0.1387009620666504,BUF,2017_01_NYJ_BUF
00-0026986,M.Crabtree,Offensive Pass Interference,10.0,2.0,5.0,54.0,1.0,280.0,-1.3592598075047135,-0.024012237787246704,LV,2017_01_OAK_TEN
00-0029193,B.Irvin,Unnecessary Roughness,15.0,2.0,5.0,55.0,4.0,341.0,1.6580775750335306,0.04308013617992401,TEN,2017_01_OAK_TEN
00-0032950,C.Wentz,Intentional Grounding,16.0,1.0,10.0,50.0,3.0,61.0,-2.0029156557284296,-0.08794200420379639,PHI,2017_01_PHI_WAS
00-0032809,J.Walker,Unnecessary Roughness,15.0,4.0,21.0,61.0,4.0,900.0,-0.8854999542236328,-0.04745841026306152,PHI,2017_01_PHI_WAS
00-0031365,R.Shazier,Unnecessary Roughness,15.0,1.0,10.0,78.0,2.0,777.0,1.1931662450078875,0.02825641632080078,CLE,2017_01_PIT_CLE
00-0025557,W.Gay,Unnecessary Roughness,15.0,3.0,18.0,83.0,3.0,256.0,2.8694061334244907,0.06580469757318497,CLE,2017_01_PIT_CLE
00-0033886,T.Watt,Unnecessary Roughness,15.0,1.0,10.0,36.0,3.0,100.0,0.35999492288101465,0.007672101259231567,CLE,2017_01_PIT_CLE
00-0030543,J.Wilcox,Unnecessary Roughness,15.0,4.0,2.0,3.0,4.0,220.0,3.9307159319287166,0.14436911022663113,CLE,2017_01_PIT_CLE
00-0028002,R.Cobb,Taunting,15.0,2.0,10.0,68.0,1.0,720.0,0.3545622178353369,0.009014368057250977,GB,2017_01_SEA_GB
