penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id,week
00-0005106,B.Favre,Illegal Forward Pass,5.0,2.0,2.0,72.0,2.0,69.0,-0.34583761112298816,-0.032105475664138794,GB,2002_01_ATL_GB,1
00-0011886,M.Myers,Face Mask,15.0,1.0,10.0,80.0,1.0,46.0,0.8187394561246037,0.030961036682128906,HOU,2002_01_DAL_HOU,1
00-0018228,D.Woodson,Unnecessary Roughness,15.0,1.0,10.0,67.0,1.0,46.0,0.9394245217554271,0.007799923419952393,HOU,2002_01_DAL_HOU,1
00-0010173,T.Lyght,Face Mask,15.0,,0.0,30.0,3.0,379.0,2.3215158539824188,0.002919495105743408,MIA,2002_01_DET_MIA,1
00-0005771,C.Gardocki,Taunting,15.0,4.0,2.0,23.0,4.0,29.0,0.7889473443088701,0.15929237008094788,CLE,2002_01_KC_CLE,1
00-0014135,D.Rudd,Unsportsmanlike Conduct,13.0,2.0,10.0,53.0,4.0,2.0,2.5525289731324987,0.4142928421497345,KC,2002_01_KC_CLE,1
00-0003739,D.Culpepper,Illegal Forward Pass,5.0,3.0,11.0,11.0,1.0,388.0,-0.7677578237780329,-0.04351159930229187,MIN,2002_01_MIN_CHI,1
00-0021196,W.Offord,Unnecessary Roughness,15.0,3.0,10.0,75.0,2.0,707.0,3.432537437765859,0.14563745260238647,CHI,2002_01_MIN_CHI,1
00-0007586,W.Holdman,Unsportsmanlike Conduct,15.0,2.0,1.0,45.0,3.0,469.0,0.9461441260064021,0.031327784061431885,MIN,2002_01_MIN_CHI,1
00-0001833,D.Brooks,Unnecessary Roughness,15.0,3.0,1.0,38.0,1.0,614.0,2.3173493137583137,0.05817413330078125,NO,2002_01_NO_TB,1
00-0017279,T.Washington,Unnecessary Roughness,15.0,1.0,10.0,47.0,4.0,656.0,-1.3456756791565567,-0.0634651929140091,TB,2002_01_NO_TB,1
00-0000017,D.Abraham,Face Mask,15.0,1.0,10.0,36.0,1.0,7.0,1.2224708686117083,0.01729893684387207,BUF,2002_01_NYJ_BUF,1
00-0006915,A.Harris,Unnecessary Roughness,15.0,1.0,10.0,58.0,3.0,781.0,1.8035064506111667,0.047279566526412964,TEN,2002_01_PHI_TEN,1
00-0003422,R.Cook,Unnecessary Roughness,10.0,,0.0,30.0,4.0,769.0,-0.7495228035841137,-0.004884243011474609,PHI,2002_01_PHI_TEN,1
00-0006915,A.Harris,Face Mask,2.0,2.0,9.0,9.0,4.0,197.0,1.7646803213865496,0.05396506190299988,TEN,2002_01_PHI_TEN,1
00-0005620,C.Fuamatu-Ma'afala,Unnecessary Roughness,15.0,3.0,7.0,7.0,2.0,369.0,-1.6431717508821748,-0.09668627381324768,PIT,2002_01_PIT_NE,1
00-0017241,D.Washington,Face Mask,15.0,1.0,10.0,80.0,3.0,74.0,1.7349103700835258,0.0013557076454162598,NE,2002_01_PIT_NE,1
,,Unsportsmanlike Conduct,15.0,2.0,10.0,27.0,4.0,322.0,-2.6199179618270136,-0.00018281201482750475,PIT,2002_01_PIT_NE,1
00-0002328,J.Burris,Unnecessary Roughness,10.0,1.0,10.0,43.0,2.0,900.0,2.367522718384862,0.039264559745788574,LAC,2002_01_SD_CIN,1
00-0017813,J.Williams,Face Mask,15.0,2.0,10.0,80.0,2.0,759.0,1.9009282980114222,0.042804598808288574,CIN,2002_01_SD_CIN,1
00-0017470,M.Westbrook,Unnecessary Roughness,15.0,1.0,10.0,42.0,2.0,618.0,-1.766234281589277,-0.05647094547748566,CIN,2002_01_SD_CIN,1
00-0020432,D.Grant,Unnecessary Roughness,15.0,2.0,9.0,58.0,4.0,668.0,1.9736490701325238,0.0011435206979513168,SEA,2002_01_SEA_OAK,1
00-0016550,A.Toomer,Offensive Pass Interference,10.0,1.0,10.0,57.0,1.0,656.0,-0.8738250369206071,-0.021620869636535645,NYG,2002_01_SF_NYG,1
00-0019662,R.Dixon,Illegal Forward Pass,0.0,1.0,10.0,78.0,4.0,5.0,0.01636643469100818,-0.09701638668775558,NYG,2002_01_SF_NYG,1
