penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id,week
00-0022084,A.Boldin,Offensive Pass Interference,10.0,2.0,5.0,75.0,3.0,39.0,-1.276883619837463,-0.012245871126651764,ARI,2005_01_ARI_NYG,1
00-0023545,B.Jacobs,Face Mask,15.0,4.0,10.0,76.0,4.0,662.0,0.3571716765873134,-0.004550778307020664,ARI,2005_01_ARI_NYG,1
00-0022738,C.Cooley,Offensive Pass Interference,10.0,3.0,6.0,6.0,2.0,674.0,-0.9821540453704074,-0.019882798194885254,WAS,2005_01_CHI_WAS,1
00-0016660,R.Tucker,Unnecessary Roughness,15.0,,0.0,2.0,2.0,303.0,0.0,0.0,CLE,2005_01_CIN_CLE,1
00-0020397,C.Johnson,Offensive Pass Interference,10.0,2.0,10.0,55.0,2.0,95.0,-0.6304031639592722,-0.02191302180290222,CIN,2005_01_CIN_CLE,1
00-0023481,M.Roth,Unnecessary Roughness,15.0,1.0,10.0,61.0,4.0,484.0,-3.6977238736581057,-0.014482773840427399,DEN,2005_01_DEN_MIA,1
00-0021152,A.Lelie,Offensive Pass Interference,10.0,1.0,10.0,60.0,4.0,270.0,-0.6494781331857666,-0.0006546839140355587,DEN,2005_01_DEN_MIA,1
00-0021153,J.Walker,Offensive Pass Interference,10.0,3.0,5.0,58.0,3.0,470.0,-1.126999645959586,-0.028991803526878357,GB,2005_01_GB_DET,1
00-0011326,L.Milloy,Unnecessary Roughness,15.0,3.0,5.0,51.0,2.0,573.0,3.1936374932993203,0.044178515672683716,HOU,2005_01_HOU_BUF,1
00-0022912,J.Losman,Intentional Grounding,11.0,3.0,2.0,2.0,4.0,438.0,-2.277251740159938,-0.018633246421813965,BUF,2005_01_HOU_BUF,1
00-0020337,S.Smith,Illegal Touch Pass,10.0,1.0,10.0,27.0,2.0,14.0,-0.9050058897119015,-0.0424346923828125,CAR,2005_01_NO_CAR,1
00-0013268,R.Proehl,Illegal Touch Pass,0.0,1.0,20.0,37.0,2.0,7.0,-1.1981108562322333,-0.10273280739784241,CAR,2005_01_NO_CAR,1
00-0020337,S.Smith,Offensive Pass Interference,10.0,1.0,10.0,11.0,4.0,473.0,-1.0254253890598193,-0.035291582345962524,CAR,2005_01_NO_CAR,1
00-0020418,D.Gibson,Face Mask,15.0,1.0,10.0,84.0,2.0,113.0,0.8746582473395392,0.02726113796234131,NE,2005_01_OAK_NE,1
00-0015761,R.Stone,Face Mask,13.0,1.0,10.0,73.0,4.0,848.0,-1.4090809300541878,-0.01810118556022644,LV,2005_01_OAK_NE,1
00-0023473,S.Routt,Unnecessary Roughness,15.0,1.0,10.0,74.0,4.0,692.0,1.2766392400953919,0.018525302410125732,NE,2005_01_OAK_NE,1
00-0003292,K.Collins,Intentional Grounding,13.0,2.0,10.0,21.0,4.0,468.0,-2.462533042882569,-0.01124253123998642,LV,2005_01_OAK_NE,1
00-0020285,A.Crumpler,Offensive Pass Interference,10.0,1.0,10.0,61.0,2.0,293.0,-0.7033422860549763,-0.025356650352478027,ATL,2005_01_PHI_ATL,1
00-0005231,B.Finneran,Face Mask,15.0,4.0,3.0,74.0,4.0,477.0,-1.393094673519954,-0.0502646267414093,ATL,2005_01_PHI_ATL,1
00-0009106,B.Kelly,Unnecessary Roughness,15.0,2.0,7.0,69.0,2.0,851.0,1.5826687335502356,0.04123485088348389,MIN,2005_01_TB_MIN,1
00-0017644,J.Wiggins,Offensive Pass Interference,10.0,3.0,9.0,35.0,3.0,313.0,-1.2515009953640401,-0.045921459794044495,MIN,2005_01_TB_MIN,1
00-0020836,B.Kassell,Face Mask,9.0,2.0,13.0,17.0,3.0,194.0,1.408555481932126,0.0027123093605041504,PIT,2005_01_TEN_PIT,1
00-0019663,D.Jackson,Illegal Touch Pass,5.0,1.0,9.0,9.0,2.0,283.0,-0.578671858063899,-0.009611189365386963,SEA,2005_02_ATL_SEA,2
00-0022049,K.Hamlin,Face Mask,15.0,1.0,10.0,63.0,3.0,524.0,3.338695559417829,0.04341740906238556,ATL,2005_02_ATL_SEA,2
00-0023722,B.Ward,Face Mask,12.0,,0.0,30.0,4.0,713.0,-0.6311628925614059,-0.0014056316576898098,BAL,2005_02_BAL_TEN,2
00-0001427,J.Bolden,Illegal Touch Kick,5.0,4.0,1.0,49.0,1.0,524.0,-0.9229250031057745,-0.015831172466278076,TB,2005_02_BUF_TB,2
00-0022725,M.Clayton,Offensive Pass Interference,10.0,2.0,8.0,72.0,3.0,814.0,-1.1420530495233834,-0.016176342964172363,TB,2005_02_BUF_TB,2
00-0021270,J.Phillips,Face Mask,15.0,4.0,11.0,65.0,4.0,471.0,0.3276963559910655,-0.013681294396519661,BUF,2005_02_BUF_TB,2
00-0022912,J.Losman,Illegal Forward Pass,5.0,1.0,6.0,6.0,4.0,67.0,-1.01406650635181,0.0010069017298519611,BUF,2005_02_BUF_TB,2
00-0023452,M.Williams,Offensive Pass Interference,10.0,3.0,10.0,62.0,1.0,61.0,-0.9283386426977813,-0.031138092279434204,DET,2005_02_DET_CHI,2
00-0011754,R.Moss,Offensive Pass Interference,10.0,2.0,6.0,6.0,2.0,555.0,-1.221398688154295,-0.048612236976623535,LV,2005_02_KC_OAK,2
00-0023505,C.Crowder,Unnecessary Roughness,12.0,1.0,10.0,39.0,4.0,614.0,1.8068870473071001,0.028136491775512695,NYJ,2005_02_MIA_NYJ,2
00-0014047,M.Rosenthal,Face Mask,7.0,1.0,10.0,85.0,3.0,414.0,-0.8636571653187275,-0.00009669666178524494,MIN,2005_02_MIN_CIN,2
00-0020657,R.Myles,Unnecessary Roughness,15.0,4.0,19.0,96.0,3.0,377.0,1.5685399684589356,0.00007784744957461953,MIN,2005_02_MIN_CIN,2
00-0007030,R.Harrison,Unnecessary Roughness,15.0,2.0,3.0,59.0,3.0,853.0,1.0628221568185836,0.008100926876068115,CAR,2005_02_NE_CAR,2
00-0021263,M.Mitchell,Unnecessary Roughness,14.0,,0.0,30.0,1.0,253.0,-0.4463386218994856,-0.012487530708312988,NO,2005_02_NYG_NO,2
00-0004901,C.Emmons,Taunting,15.0,2.0,15.0,86.0,2.0,219.0,-1.9711514493683353,-0.07646840810775757,NO,2005_02_NYG_NO,2
00-0019642,P.Burress,Offensive Pass Interference,10.0,2.0,9.0,48.0,3.0,257.0,-0.982937932247296,-0.003435075283050537,NYG,2005_02_NYG_NO,2
00-0020608,D.Carr,Intentional Grounding,13.0,1.0,10.0,74.0,4.0,656.0,-2.091912274248898,-0.0030671702697873116,HOU,2005_02_PIT_HOU,2
00-0004808,E.Ekuban,Face Mask,15.0,1.0,10.0,83.0,2.0,575.0,0.8990434114821255,0.026095330715179443,LAC,2005_02_SD_DEN,2
00-0010668,K.McCardell,Offensive Pass Interference,10.0,2.0,6.0,38.0,2.0,426.0,-1.15142036578618,-0.03690695762634277,LAC,2005_02_SD_DEN,2
00-0022156,B.Johnson,Offensive Pass Interference,10.0,2.0,4.0,67.0,4.0,216.0,-1.0880700392881408,-0.05718885362148285,ARI,2005_02_STL_ARI,2
00-0014063,O.Ross,Unnecessary Roughness,12.0,2.0,14.0,77.0,4.0,210.0,-1.060383336385712,-0.029012903571128845,ARI,2005_02_STL_ARI,2
00-0020505,A.Wilson,Face Mask,1.0,1.0,10.0,14.0,3.0,734.0,1.4282790280412883,0.044110000133514404,SEA,2005_03_ARI_SEA,3
00-0021907,L.Moore,Face Mask,15.0,1.0,10.0,42.0,4.0,314.0,0.6404387223883532,2.384185791015625e-7,SEA,2005_03_ARI_SEA,3
00-0008874,T.Jones,Face Mask,15.0,2.0,2.0,2.0,2.0,456.0,0.4049976172391325,0.004760146141052246,CAR,2005_03_CAR_MIA,3
00-0020397,C.Johnson,Offensive Pass Interference,10.0,3.0,5.0,5.0,1.0,345.0,-1.0564125877572224,-0.04690021276473999,CIN,2005_03_CIN_CHI,3
00-0023438,B.Edwards,Taunting,15.0,2.0,13.0,81.0,1.0,852.0,-1.0091701946221292,-0.03300219774246216,CLE,2005_03_CLE_IND,3
00-0021191,A.Bryant,Unsportsmanlike Conduct,15.0,2.0,9.0,70.0,2.0,733.0,0.7390785962343216,0.029883593320846558,CLE,2005_03_CLE_IND,3
