penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id
00-0018405,B.Young,Face Mask,15.0,2.0,13.0,50.0,4.0,532.0,1.696080721449107,0.12081116437911987,ARI,2007_01_ARI_SF
00-0019724,M.Roman,Unsportsmanlike Conduct,5.0,3.0,3.0,30.0,4.0,442.0,2.5167607897892594,0.13902345299720764,ARI,2007_01_ARI_SF
00-0009889,R.Lewis,Unnecessary Roughness,15.0,2.0,2.0,45.0,1.0,384.0,1.3149611233966425,0.009548306465148926,CIN,2007_01_BAL_CIN
00-0020127,D.Wilcox,Unnecessary Roughness,15.0,4.0,15.0,68.0,2.0,242.0,-1.0623230407363735,-0.05411052703857422,BAL,2007_01_BAL_CIN
00-0022907,N.Lawrie,Face Mask,11.0,,0.0,30.0,4.0,842.0,-0.6164978430606425,-0.004255950450897217,CIN,2007_01_BAL_CIN
00-0020516,T.Heap,Offensive Pass Interference,10.0,4.0,1.0,1.0,4.0,120.0,-1.6941848098649643,-0.0540945827960968,BAL,2007_01_BAL_CIN
00-0025400,A.Carriker,Face Mask,15.0,2.0,10.0,43.0,4.0,171.0,2.425704355817288,0.0026243925094604492,CAR,2007_01_CAR_STL
00-0023614,C.Harris,Unnecessary Roughness,15.0,3.0,10.0,54.0,4.0,2.0,0.5423400527797639,0.0005544420564547181,LA,2007_01_CAR_STL
00-0023496,V.Jackson,Offensive Pass Interference,10.0,2.0,9.0,23.0,1.0,522.0,-1.1436662265332416,-0.03617596626281738,LAC,2007_01_CHI_SD
00-0021228,A.Brown,Face Mask,15.0,3.0,10.0,43.0,4.0,141.0,1.6613943414995447,0.0031655430793762207,LAC,2007_01_CHI_SD
00-0022757,J.Shoate,Face Mask,15.0,3.0,9.0,78.0,4.0,665.0,2.926074414048344,0.09347832202911377,BUF,2007_01_DEN_BUF
00-0019281,M.Furrey,Offensive Pass Interference,10.0,1.0,10.0,41.0,1.0,586.0,-1.0347750061191618,-0.025531530380249023,DET,2007_01_DET_OAK
00-0006101,T.Gonzalez,Offensive Pass Interference,10.0,3.0,7.0,53.0,2.0,161.0,-0.744900755234994,-0.029382318258285522,KC,2007_01_KC_HOU
00-0016112,J.Taylor,Unnecessary Roughness,11.0,1.0,10.0,40.0,4.0,900.0,-2.8831021268852055,-0.09950432181358337,WAS,2007_01_MIA_WAS
00-0006355,T.Green,Intentional Grounding,10.0,1.0,18.0,18.0,4.0,190.0,-1.2541832006536424,-0.06890669465065002,MIA,2007_01_MIA_WAS
00-0024443,W.Andrews,Illegal Touch Kick,0.0,4.0,2.0,53.0,1.0,55.0,-0.3287658141925931,-0.025691688060760498,NE,2007_01_NE_NYJ
00-0019469,D.Barrett,Face Mask,15.0,2.0,9.0,41.0,4.0,233.0,2.24233055987861,0.0006383657455444336,NE,2007_01_NE_NYJ
00-0012023,J.Nesbit,Illegal Touch Pass,5.0,1.0,10.0,56.0,2.0,29.0,-0.3519401779049076,-0.005622565746307373,NO,2007_01_NO_IND
00-0022049,K.Hamlin,Unnecessary Roughness,15.0,2.0,5.0,71.0,1.0,346.0,1.1400397340767086,0.039816200733184814,NYG,2007_01_NYG_DAL
00-0022815,G.Wilson,Unsportsmanlike Conduct,15.0,2.0,11.0,47.0,4.0,712.0,4.861111955717206,0.06172779383583327,DAL,2007_01_NYG_DAL
00-0011022,D.McNabb,Intentional Grounding,10.0,2.0,10.0,73.0,1.0,890.0,-1.8192723533138633,-0.04209333658218384,PHI,2007_01_PHI_GB
00-0004541,D.Driver,Offensive Pass Interference,10.0,2.0,10.0,42.0,3.0,353.0,-0.8486765380948782,-0.05955404043197632,GB,2007_01_PHI_GB
00-0024324,J.Avant,Unsportsmanlike Conduct,15.0,4.0,2.0,69.0,4.0,320.0,-1.6680893660522997,-0.015612185001373291,PHI,2007_01_PHI_GB
00-0021186,S.Brown,Illegal Forward Pass,5.0,,0.0,30.0,4.0,2.0,0.018470648414222524,-0.07114042341709137,PHI,2007_01_PHI_GB
00-0022922,K.Winslow,Offensive Pass Interference,10.0,3.0,2.0,33.0,1.0,296.0,-1.7239718155469745,-0.06814515590667725,CLE,2007_01_PIT_CLE
00-0023176,J.Cribbs,Unnecessary Roughness,15.0,4.0,15.0,83.0,2.0,49.0,-1.6559306891285814,-0.018408745527267456,CLE,2007_01_PIT_CLE
00-0023645,D.Anderson,Intentional Grounding,6.0,2.0,4.0,89.0,4.0,215.0,-1.0692533144028857,-0.00001170071482192725,CLE,2007_01_PIT_CLE
00-0020492,M.Stroud,Face Mask,15.0,2.0,10.0,79.0,1.0,597.0,1.9627355532720685,0.04141440987586975,TEN,2007_01_TEN_JAX
00-0021149,A.Haynesworth,Unnecessary Roughness,15.0,1.0,10.0,61.0,1.0,236.0,0.9309887529816478,0.028288185596466064,JAX,2007_01_TEN_JAX
00-0003547,T.Cousin,Face Mask,15.0,2.0,10.0,68.0,3.0,358.0,1.796409725677222,0.05911451578140259,TEN,2007_01_TEN_JAX
00-0019650,D.Northcutt,Taunting,15.0,3.0,11.0,41.0,1.0,534.0,-1.6983626910950989,-0.04269975423812866,JAX,2007_02_ATL_JAX
00-0021231,D.Garrard,Intentional Grounding,14.0,2.0,12.0,64.0,2.0,566.0,-1.9563500974327326,-0.05143463611602783,JAX,2007_02_ATL_JAX
00-0022910,L.Evans,Unsportsmanlike Conduct,15.0,3.0,1.0,24.0,4.0,296.0,-0.09360565122915432,0.00007049404666759074,BUF,2007_02_BUF_PIT
00-0022910,L.Evans,Unsportsmanlike Conduct,15.0,1.0,10.0,31.0,4.0,296.0,-1.8698880310403183,-0.00015242703375406563,BUF,2007_02_BUF_PIT
00-0023469,B.Pool,Unnecessary Roughness,15.0,2.0,2.0,80.0,2.0,353.0,2.0794858823064715,0.04652661085128784,CIN,2007_02_CIN_CLE
00-0022885,D.Pope,Unnecessary Roughness,15.0,,0.0,30.0,1.0,900.0,0.8928526411764324,0.017604529857635498,DAL,2007_02_DAL_MIA
,,Unsportsmanlike Conduct,15.0,4.0,7.0,58.0,3.0,487.0,-0.4117442863062024,-0.016860216856002808,DAL,2007_02_DAL_MIA
00-0023953,S.Hurd,Offensive Pass Interference,10.0,3.0,5.0,14.0,4.0,718.0,-0.9798335942905396,-0.026294291019439697,DAL,2007_02_DAL_MIA
00-0012478,T.Owens,Unsportsmanlike Conduct,15.0,4.0,5.0,34.0,4.0,248.0,6.071522893209476,0.039319998310998416,DAL,2007_02_DAL_MIA
00-0016550,A.Toomer,Unsportsmanlike Conduct,15.0,2.0,8.0,8.0,3.0,311.0,-1.6937319501885213,-0.08290454745292664,NYG,2007_02_GB_NYG
00-0022787,M.Schaub,Intentional Grounding,15.0,2.0,2.0,2.0,2.0,182.0,-2.9590824431797955,-0.09773558378219604,HOU,2007_02_HOU_CAR
00-0024218,V.Young,Unsportsmanlike Conduct,15.0,2.0,10.0,63.0,2.0,101.0,-0.9216985739767551,-0.03946700692176819,TEN,2007_02_IND_TEN
00-0024317,C.Lowry,Face Mask,15.0,2.0,6.0,68.0,3.0,258.0,1.8707854698877782,0.02974945306777954,IND,2007_02_IND_TEN
00-0009472,O.Kreutz,Unsportsmanlike Conduct,15.0,3.0,12.0,12.0,3.0,563.0,-1.2914726792044755,-0.019491732120513916,CHI,2007_02_KC_CHI
00-0022837,T.Harris,Face Mask,15.0,1.0,10.0,81.0,4.0,215.0,0.5098609707783908,0.0018870308995246887,KC,2007_02_KC_CHI
00-0022048,B.Bailey,Face Mask,14.0,1.0,10.0,30.0,3.0,496.0,1.0766023254254833,0.03034040331840515,MIN,2007_02_MIN_DET
00-0024360,D.Landry,Face Mask,15.0,1.0,10.0,64.0,2.0,293.0,1.5420785513124429,0.030608564615249634,NYJ,2007_02_NYJ_BAL
00-0024334,B.Marshall,Offensive Pass Interference,10.0,3.0,14.0,24.0,3.0,558.0,-1.091237315791659,-0.006874561309814453,DEN,2007_02_OAK_DEN
00-0023546,E.Brown,Unnecessary Roughness,15.0,4.0,2.0,10.0,1.0,138.0,0.2288923279885946,-0.0006923675537109375,ARI,2007_02_SEA_ARI
00-0007091,M.Hasselbeck,Intentional Grounding,10.0,1.0,10.0,52.0,3.0,715.0,-1.5771260233595967,-0.04190739989280701,SEA,2007_02_SEA_ARI
00-0020347,J.Jennings,Face Mask,11.0,2.0,8.0,78.0,1.0,854.0,-1.1010904903523624,-0.029028236865997314,SF,2007_02_SF_STL
00-0022739,D.Darling,Unsportsmanlike Conduct,15.0,,0.0,30.0,2.0,55.0,-0.0,-0.0,ARI,2007_03_ARI_BAL
00-0022084,A.Boldin,Unsportsmanlike Conduct,15.0,3.0,5.0,5.0,4.0,726.0,2.955829802143853,0.04878245681101945,ARI,2007_03_ARI_BAL
00-0020505,A.Wilson,Unnecessary Roughness,15.0,2.0,9.0,66.0,4.0,54.0,1.8009889639506582,0.10565429925918579,BAL,2007_03_ARI_BAL
00-0022004,A.Crowell,Unnecessary Roughness,15.0,1.0,10.0,47.0,1.0,85.0,0.8806878830073401,0.04490572214126587,NE,2007_03_BUF_NE
00-0020443,D.Morgan,Face Mask,15.0,2.0,5.0,62.0,3.0,660.0,2.7788395778043196,0.10201877355575562,ATL,2007_03_CAR_ATL
00-0022923,D.Hall,Unsportsmanlike Conduct,15.0,3.0,8.0,20.0,3.0,467.0,1.5142760790186003,0.04817172884941101,CAR,2007_03_CAR_ATL
00-0022146,K.Moorehead,Face Mask,15.0,,0.0,2.0,3.0,47.0,-0.0,-0.0,CAR,2007_03_CAR_ATL
00-0023614,C.Harris,Unsportsmanlike Conduct,15.0,2.0,9.0,75.0,3.0,8.0,2.029257382499054,0.08598288893699646,ATL,2007_03_CAR_ATL
00-0008115,D.Jackson,Unnecessary Roughness,15.0,2.0,3.0,62.0,2.0,152.0,1.2162801041267812,0.038846343755722046,SEA,2007_03_CIN_SEA
00-0019645,D.O'Neal,Face Mask,12.0,3.0,3.0,39.0,4.0,471.0,2.37944332632469,0.08641505241394043,SEA,2007_03_CIN_SEA
00-0022922,K.Winslow,Offensive Pass Interference,10.0,1.0,10.0,80.0,1.0,900.0,-1.0710385194979608,0.054239422082901,CLE,2007_03_CLE_OAK
00-0012478,T.Owens,Offensive Pass Interference,10.0,1.0,10.0,24.0,2.0,585.0,-1.2529530932661146,-0.03578031063079834,DAL,2007_03_DAL_CHI
00-0021143,R.Williams,Unnecessary Roughness,15.0,1.0,10.0,71.0,2.0,38.0,0.781870196107775,0.03169906139373779,CHI,2007_03_DAL_CHI
00-0024382,O.Gaither,Face Mask,15.0,1.0,10.0,80.0,4.0,446.0,1.5285514399874955,-0.000020562241843435913,DET,2007_03_DET_PHI
00-0015754,B.Stokley,Offensive Pass Interference,10.0,1.0,10.0,80.0,2.0,789.0,-1.0953090633265674,-0.020237892866134644,DEN,2007_03_JAX_DEN
00-0007835,D.Huard,Illegal Forward Pass,5.0,3.0,10.0,80.0,1.0,357.0,-1.610077557619661,-0.035106807947158813,KC,2007_03_MIN_KC
00-0007576,K.Holcomb,Intentional Grounding,10.0,2.0,4.0,58.0,4.0,449.0,-1.8453638022765517,-0.07848712801933289,MIN,2007_03_MIN_KC
