penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id,week
00-0035944,J.Williams,Face Mask,15.0,1.0,10.0,60.0,2.0,250.0,1.1476235429872759,0.030554860830307007,ARI,2025_01_ARI_NO,1
00-0036971,T.Lawrence,Intentional Grounding,12.0,1.0,10.0,19.0,1.0,589.0,-1.7424220922985114,-0.04967820644378662,JAX,2025_01_CAR_JAX,1
00-0036220,D.Brown,Unnecessary Roughness,15.0,1.0,10.0,29.0,2.0,6.0,0.8409541202497728,-0.0030807480216026306,JAX,2025_01_CAR_JAX,1
00-0040663,H.Fannin,Offensive Pass Interference,10.0,1.0,10.0,28.0,1.0,122.0,-1.1541676978813484,-0.028395861387252808,CLE,2025_01_CIN_CLE,1
00-0039352,M.Liufau,Unnecessary Roughness,12.0,,0.0,35.0,1.0,355.0,-0.8762734178453684,-0.024343371391296387,DAL,2025_01_DAL_PHI,1
00-0039013,N.Smith,Taunting,15.0,1.0,10.0,50.0,2.0,326.0,0.9372103970963508,0.05024513602256775,DAL,2025_01_DAL_PHI,1
00-0037247,G.Pickens,Unnecessary Roughness,15.0,1.0,10.0,11.0,3.0,333.0,-1.1585242887958884,-0.03782042860984802,DAL,2025_01_DAL_PHI,1
00-0037130,R.Blankenship,Unnecessary Roughness,12.0,3.0,22.0,23.0,3.0,298.0,2.0896457889466546,0.09033358097076416,DAL,2025_01_DAL_PHI,1
00-0039141,B.Branch,Unsportsmanlike Conduct,15.0,1.0,10.0,31.0,1.0,633.0,0.9096816200762987,0.027356982231140137,GB,2025_01_DET_GB,1
00-0036388,X.McKinney,Taunting,15.0,2.0,11.0,49.0,2.0,821.0,1.9073336090659723,0.05524653196334839,DET,2025_01_DET_GB,1
00-0038599,H.To'oTo'o,Unnecessary Roughness,15.0,3.0,7.0,72.0,1.0,18.0,2.68827146361582,0.0879594087600708,LA,2025_01_HOU_LA,1
00-0039857,B.Fisher,Face Mask,15.0,2.0,8.0,48.0,3.0,239.0,-1.2900414986070246,-0.05284956097602844,HOU,2025_01_HOU_LA,1
00-0036181,T.Tart,Unnecessary Roughness,9.0,3.0,1.0,22.0,3.0,510.0,0.9192356745479628,0.022572070360183716,KC,2025_01_KC_LAC,1
00-0039825,J.Hicks,Face Mask,8.0,1.0,10.0,23.0,4.0,309.0,2.571006487531122,0.0866677409536446,LAC,2025_01_KC_LAC,1
00-0039735,J.Powers-Johnson,Unnecessary Roughness,15.0,3.0,20.0,74.0,2.0,102.0,-1.0788094860035926,-0.06800395250320435,LV,2025_01_LV_NE,1
00-0036302,J.Hawkins,Unnecessary Roughness,15.0,1.0,10.0,48.0,3.0,694.0,2.301538375322707,0.08607250452041626,LV,2025_01_LV_NE,1
00-0034431,Z.Franklin,Unnecessary Roughness,15.0,3.0,8.0,40.0,1.0,501.0,-2.8069726924877614,-0.08809259533882141,MIA,2025_01_MIA_IND,1
00-0039918,C.Williams,Intentional Grounding,10.0,2.0,20.0,34.0,3.0,15.0,-1.7348743822658435,-0.016077756881713867,CHI,2025_01_MIN_CHI,1
00-0033874,M.Lattimore,Unnecessary Roughness,9.0,3.0,6.0,25.0,1.0,114.0,2.1170691951410845,0.04770791530609131,NYG,2025_01_NYG_WAS,1
00-0039910,J.Daniels,Intentional Grounding,10.0,3.0,1.0,4.0,2.0,7.0,-3.4078207234852016,-0.09394626319408417,WAS,2025_01_NYG_WAS,1
00-0036369,J.Simpson,Unnecessary Roughness,15.0,2.0,2.0,59.0,2.0,19.0,-0.6495247290295083,-0.08704733848571777,NYJ,2025_01_PIT_NYJ,1
00-0037304,Co.Heyward,Unnecessary Roughness,15.0,4.0,3.0,77.0,3.0,697.0,0.8727874993346632,-0.015169501304626465,NYJ,2025_01_PIT_NYJ,1
00-0035680,Qu.Williams,Unnecessary Roughness,15.0,1.0,10.0,68.0,3.0,221.0,0.7757760540116578,0.02301827073097229,PIT,2025_01_PIT_NYJ,1
00-0036563,D.Lenoir,Unnecessary Roughness,15.0,2.0,4.0,63.0,1.0,180.0,1.2419235294219106,0.0240725576877594,SEA,2025_01_SF_SEA,1
00-0036563,D.Lenoir,Unsportsmanlike Conduct,8.0,2.0,5.0,9.0,4.0,42.0,-4.610895636957139,-0.5368900299072266,SEA,2025_01_SF_SEA,1
00-0035699,J.Dean,Face Mask,15.0,1.0,10.0,71.0,2.0,610.0,0.7985683174338192,0.02354145050048828,ATL,2025_01_TB_ATL,1
00-0039372,J.Brownlee,Face Mask,15.0,3.0,8.0,61.0,3.0,672.0,2.726835345616564,0.11717554926872253,DEN,2025_01_TEN_DEN,1
00-0039430,J.Williams,Unnecessary Roughness,9.0,4.0,6.0,53.0,4.0,900.0,0.2333854897879064,-0.015375971794128418,DEN,2025_01_TEN_DEN,1
00-0040676,C.Ward,Intentional Grounding,16.0,2.0,2.0,62.0,4.0,432.0,-2.555790120270103,-0.046304069459438324,TEN,2025_01_TEN_DEN,1
00-0035632,A.Hooker,Face Mask,15.0,1.0,10.0,82.0,4.0,206.0,1.5888591381371953,0.011507213115692139,DEN,2025_01_TEN_DEN,1
00-0035643,J.Simmons,Unnecessary Roughness,15.0,3.0,10.0,52.0,4.0,178.0,1.394481744908262,0.01887601613998413,DEN,2025_01_TEN_DEN,1
00-0034857,J.Allen,Intentional Grounding,12.0,2.0,7.0,18.0,1.0,545.0,-2.0260543559561484,-0.06416809558868408,BUF,2025_02_BUF_NYJ,2
00-0039901,K.Coleman,Offensive Pass Interference,10.0,3.0,4.0,38.0,2.0,63.0,-0.9786118782358244,-0.011245787143707275,BUF,2025_02_BUF_NYJ,2
00-0034857,J.Allen,Intentional Grounding,12.0,2.0,11.0,62.0,4.0,786.0,-1.7329490003176033,-0.000044345855712890625,BUF,2025_02_BUF_NYJ,2
00-0039872,C.Bishop,Unnecessary Roughness,15.0,1.0,15.0,90.0,4.0,723.0,2.2739460789598525,-0.000044785236241295934,NYJ,2025_02_BUF_NYJ,2
