penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id
00-0028130,M.Bosher,Illegal Touch Kick,5.0,,0.0,35.0,4.0,65.0,1.2580652359174564,0.00006395578384399414,MIN,2019_01_ATL_MIN
00-0029690,T.Johnson,Face Mask,15.0,3.0,2.0,67.0,1.0,549.0,2.377765224315226,0.05190292000770569,BUF,2019_01_BUF_NYJ
00-0032151,J.Feliciano,Taunting,15.0,3.0,11.0,33.0,1.0,394.0,-2.5055977664887905,-0.04665540158748627,BUF,2019_01_BUF_NYJ
00-0031023,Q.Enunwa,Offensive Pass Interference,10.0,2.0,5.0,5.0,3.0,459.0,-1.3570039753685705,-0.009796142578125,NYJ,2019_01_BUF_NYJ
00-0029560,D.Kirkpatrick,Unnecessary Roughness,15.0,2.0,3.0,70.0,2.0,108.0,0.8426415117573924,0.017800211906433105,SEA,2019_01_CIN_SEA
00-0031566,T.Flowers,Face Mask,5.0,1.0,9.0,9.0,4.0,52.0,1.117004732019268,0.028230205178260803,ARI,2019_01_DET_ARI
00-0024061,T.Williams,Unnecessary Roughness,15.0,2.0,10.0,87.0,4.0,888.0,2.576609587762505,0.0646837055683136,CHI,2019_01_GB_CHI
00-0031228,T.Gabriel,Offensive Pass Interference,10.0,1.0,30.0,63.0,4.0,793.0,-0.9164359150454402,-0.024782121181488037,CHI,2019_01_GB_CHI
00-0032107,A.Blackson,Unnecessary Roughness,15.0,,0.0,15.0,3.0,159.0,0.05117156607063911,0.0031489704617964076,NO,2019_01_HOU_NO
00-0030564,D.Hopkins,Unnecessary Roughness,15.0,3.0,8.0,82.0,3.0,119.0,-2.387373339617625,-0.025995850563049316,HOU,2019_01_HOU_NO
00-0031254,D.Autry,Unnecessary Roughness,2.0,4.0,4.0,4.0,1.0,215.0,3.3842816374381073,0.09702867269515991,LAC,2019_01_IND_LAC
00-0034779,R.Harrison,Taunting,1.0,2.0,2.0,2.0,3.0,154.0,0.5041131358011626,0.00616985559463501,KC,2019_01_KC_JAX
00-0033945,S.Ebukam,Unnecessary Roughness,3.0,4.0,16.0,61.0,2.0,583.0,1.0524399898713455,0.03394600749015808,CAR,2019_01_LA_CAR
00-0032165,M.Peters,Taunting,15.0,1.0,10.0,64.0,4.0,355.0,-5.20952869602479,-0.05522917956113815,CAR,2019_01_LA_CAR
00-0033131,M.Collins,Unnecessary Roughness,2.0,1.0,1.0,1.0,1.0,524.0,0.0012232554727233946,-0.0,NYG,2019_01_NYG_DAL
00-0022803,E.Manning,Intentional Grounding,10.0,3.0,1.0,35.0,1.0,30.0,-3.4359731811564416,-0.10064652562141418,NYG,2019_01_NYG_DAL
00-0031344,C.Latimer,Offensive Pass Interference,10.0,1.0,10.0,67.0,3.0,7.0,-0.9801984913647175,-0.0005676448345184326,NYG,2019_01_NYG_DAL
00-0034439,R.Izzo,Offensive Pass Interference,10.0,1.0,10.0,65.0,1.0,440.0,-0.8721839736681432,-0.028231918811798096,NE,2019_01_PIT_NE
00-0035216,D.Johnson,Offensive Pass Interference,10.0,1.0,10.0,42.0,3.0,403.0,-0.88836316508241,-0.0011756117455661297,PIT,2019_01_PIT_NE
00-0029678,D.DeCastro,Unnecessary Roughness,15.0,1.0,10.0,55.0,4.0,126.0,-1.2821060794522054,-0.000019047198293264955,PIT,2019_01_PIT_NE
00-0029892,K.Juszczyk,Offensive Pass Interference,10.0,2.0,5.0,8.0,1.0,720.0,-1.2846251425798982,-0.01039654016494751,SF,2019_01_SF_TB
00-0031503,J.Winston,Intentional Grounding,10.0,1.0,9.0,9.0,4.0,900.0,-1.661250899778679,-0.07634910941123962,TB,2019_01_SF_TB
00-0033868,M.Garrett,Unnecessary Roughness,15.0,2.0,4.0,81.0,2.0,851.0,1.063804041594267,0.03841570019721985,TEN,2019_01_TEN_CLE
00-0031235,O.Beckham,Offensive Pass Interference,10.0,1.0,10.0,42.0,2.0,21.0,-0.8822216223343275,-0.024686843156814575,CLE,2019_01_TEN_CLE
00-0032764,D.Henry,Face Mask,15.0,2.0,10.0,52.0,4.0,292.0,-0.9220880275825039,-0.0002530217170715332,TEN,2019_01_TEN_CLE
00-0033501,D.Lawrence,Unsportsmanlike Conduct,15.0,,0.0,15.0,4.0,182.0,0.06757300310763314,-0.0,TEN,2019_01_TEN_CLE
00-0026189,D.Jackson,Unnecessary Roughness,15.0,2.0,8.0,62.0,1.0,575.0,-1.750184011645615,-0.04471588134765625,PHI,2019_01_WAS_PHI
00-0026964,C.McDonald,Unnecessary Roughness,15.0,,0.0,15.0,2.0,229.0,0.06757300310763314,0.001366067113698688,BAL,2019_02_ARI_BAL
00-0035238,C.Ford,Unnecessary Roughness,15.0,3.0,3.0,55.0,2.0,98.0,-1.5553631272632629,-0.04297119379043579,BUF,2019_02_BUF_NYG
00-0035683,D.Lawrence II,Unnecessary Roughness,1.0,4.0,3.0,3.0,4.0,400.0,3.207909201417351,0.02540212869644165,BUF,2019_02_BUF_NYG
00-0029657,A.Hicks,Unnecessary Roughness,15.0,1.0,10.0,69.0,1.0,485.0,0.6866589509882033,0.018306374549865723,DEN,2019_02_CHI_DEN
